Key,French
statistics.peoples.category.happiness,BONHEUR
statistics.peoples.category.groups,GROUPES
statistics.peoples.category.cultures,CULTURES
trade.soldiers_tax.caption,Impôt militaire
trade.vassal_tax.to_player,Tribut des cités vassales
trade.vassal_tax.from_player,Tribut à la cité suzeraine
actor.action_task.emperor_coronation,Prendre place sur le trône impérial
statistics.tab.resources,Ressources
statistics.tab.peoples,Population
display_event.emperor_inquizition_soon,L'Inquisition est en route
statistics.resources.category.currency,MONNAIES
statistics.resources.category.food_and_drinks,NOURRITURE ET BOISSON
statistics.resources.category.extracted,RESSOURCES D'EXPLOITATION
statistics.resources.category.manufactured,RESSOURCES PRODUITES
statistics.resources.category.weapon_and_armor,ARMES ET ARMURES
statistics.resources.special_hint.consumed,Consommation des nobles et des esclaves
menu.ending.titile.emperor.fail,Échec !
menu.ending.text.emperor.fail,"Vous n'avez rien pu faire face à l'Inquisition.
 
 Votre province a été réduite en cendres, votre État a été dissous et tous ses monarques y réfléchiront à deux fois avant de contester l'autorité de l'Église.
 
 Pour éviter toute opposition future à la Famille de l'étreinte divine, l'Inquisition a également détruit tous les livres et interdit toute alphabétisation sous peine de mort.
 
 Le Norland plonge dans un nouvel âge sombre…"
menu.ending.titile.emperor.win,Victoire !
menu.ending.text.emperor.win,"Vous avez réussi à établir un nouvel empire et à ébranler le pouvoir absolu de l'Église. Les noms des monarques de votre dynastie resteront gravés dans l'Histoire pour les siècles à venir.
 
 La menace d'un nouvel âge sombre est passée et un nouveau jour se lève sur le Norland."
menu.ending.ok,Fin de partie
ambition.engame.emperor,"Installez votre monarque sur le trône impérial et défiez la Famille de l'étreinte divine pour remporter la partie.
 
 (Cette action a été débloquée dans le menu de votre monarque.)"
display_event.press_right_click_to_close,$ Cliquez sur le <b>BDS</b> pour fermer le message.
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,Augmentation de l'impôt militaire
menu.choose_province.extends_borders.header,Création d'un État
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 Vous pouvez commencer votre partie en tant que province indépendante ou vassaliser directement les provinces voisines.
 
 Pour ce faire, cliquez sur les <b>boutons des frontières.</b>
 
 Vous pouvez faire de même pour les autres monarques, sélectionnez simplement leur province et étendez leurs frontières."
actor.action.inspector.executor,SÉLECTIONNER UN PERSONNAGE
display_event.terror_no_more_criminal_and_jobless,La terreur s'empare de votre cité !
actor.age.child,Petit enfant
actor.part_of_nature.king,Monarque
actor.class.heavy_archers,Arbalétrier·ère avec armure lourde niv. 13 à 17
mutator.iron_excess,Surplus de fer
mutator.old_grudge,Vieilles rancœurs
display_event.players_vassal_left,{faction_name} ne fait plus partie de votre royaume
display_event.players_ally_left,{faction_name} ne fait plus partie de votre alliance
main_menu.new_game.province.header.start,Commencer
statistics_menu.province.no_iron_mines,Aucun gisement de fer.
statistics.resources.category.currency.army_tax,Impôt militaire
statistics.resources.category.currency.tribute_from_your_vassals,Tribut des cités vassales
statistics.resources.category.currency.your_vassal_tribute,Tribut à la cité suzeraine
actor.loyalty.no_changes,La loyauté n'a pas changé depuis 24 heures
encyclopedia.press_right_click_to_pin,$ Cliquez sur le <b>BDS</b> pour épingler ou désépingler.
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Cliquez sur le <b>BGS</b> pour marquer comme lu ou non lu.
building.menu.ordered,COMMANDE
building.menu.bonus,BONUS
building.menu.no_orders,Aucune commande
building.menu.order_line,{order_type} : <hint={resource_hint}>{resource_count}</hint>. Restant : {produced_count}
building.menu.status.raw_waiting,En attente de ressources des réserves
main_menu.wiki,Wiki
menu.actor.free_lord,Noble libre
actor.stata.knight,Paladin
main_menu.external_links,Liens externes :
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Rapport de bug
tutorial.enemy.attack,Attaque
video.endgame.sub1,Le trône pourpre vous appartient.
video.endgame.sub2,L'Église a perdu son pouvoir politique et c'est désormais vous qui nommez la Matriarche.
video.endgame.sub3,L'ère des guerres sanglantes a pris fin et les conflits sont maintenant résolus à la cour impériale.
video.endgame.sub4,"Les forêts ont été débarrassées des bandits, les bibliothèques sont en sécurité et le commerce est florissant."
video.endgame.sub5,Les nations ont oublié leurs querelles et travaillent en paix.
video.endgame.sub6,Il ne faut toutefois pas oublier que les empires ne sont pas éternels. Les anciennes chroniques pourront nous éclairer sur leur chute.
video.endgame.sub7,Il n'y a que les imbéciles pour prétendre savoir ce que les dieux nous réservent.
autosave_modes.two_in_one,2 fois par jour
autosave_modes.one_in_one,1 fois par jour
autosave_modes.one_in_two,1 fois tous les 2 jours
video.endgame.sub8,"« Songez que la force du roi est surhumaine et que son bras s'étend au loin. » — Hérodote, Histoires"
actor.action_task.force_eat,Manger
options_menu.game.autosave_modes,SAUVEGARDE AUTO
display_event.lord_want_to_kill_someone,{lord_name} prévoit de commettre un meurtre.
work.caravanner,Caravane
global_map.object.army.garrison,Armée
global_map.object.army.on_global_map,Sur la carte du monde
global_map.object.army.nobody,PERSONNE
menu.tools.hint.menu,Pause
main_menu.new_game.province.neighbours.ally,Province alliée
main_menu.new_game.province.neighbours.vassal,Province vassale
main_menu.new_game.province.neighbours.suzrain,Province suzeraine
main_menu.new_game.province.neighbours.alliance_leader,Monarque à la tête d'une alliance
main_menu.new_game.province.neighbours.independent,Province indépendante
main_menu.new_game.province.neighbours.pacifism.ambitious,Grandes ambitions
main_menu.new_game.province.neighbours.pacifism.random,Aléatoire
main_menu.new_game.province.neighbours.town_sell,Produit vendu par la cité
main_menu.new_game.province.neighbours.town_buy,Produit acheté par la cité
main_menu.new_game.province.neighbours.sell.random,Aléatoire
main_menu.new_game.province.player.village.1,Premier village
main_menu.new_game.province.player.village.2,Deuxième village
main_menu.new_game.province.player.village.random,Aléatoire
mutator.lazy_workers,Main-d'œuvre feignante
building.status.inspection_inactive,Inactif
advisor.wood,Quantité de bois insuffisante.
advisor.alcohol,Faible consommation d'alcool
advisor.nectar,Les réserves de nectar s'amenuisent.
advisor.housing,Habitations insuffisantes.
advisor.tasks,Ce seigneur ou cette dame n'est pas disponible.
advisor.patrols,Il y a trop de parias dans la cité.
advisor.scafod,Les crimes ne sont pas punis.
advisor.low_money,Les coffres du royaume sont bientôt vides.
advisor.matriarch,L'Église n'est pas satisfaite.
advisor.prestige,Votre prestige est faible.
advisor.teach_children,Les enfants n'ont pas accès à l'éducation.
advisor.marry,Il est temps pour ce noble de se marier.
advisor.chancellery,Nous avons besoin d'une chancellerie.
advisor.loyality,La loyauté d'un seigneur ou d'une dame diminue.
advisor.slaves_unhappy,Les esclaves sont maussades.
advisor.peasants_unhappy,L'immigration s'est arrêtée
advisor.culture_unhappy,Des personnes appartenant à certaines cultures sont maussades.
advisor.warriros_unhappy,Les soldats sont maussades.
advisor.depression,Un seigneur ou une dame déprime.
advisor.feud,Il y a des rivalités au sein de la noblesse.
advisor.train_sodiers,Les soldats ne sont pas entraînés.
advisor.knowledge,Personne n'étudie les livres.
advisor.produce_goods,La production stagne.
advisor.homeless,Un seigneur ou une dame n'a pas de logement.
advisor.efffective,Un bâtiment pourrait être plus efficace.
advisor.bandit_camp,Un camp de bandits s'agrandit.
advisor.dont_like,Une province voisine représente un danger.
advisor.intrigues,Un ennemi complote contre vous.
advisor.desire,Le désir ronge un seigneur ou une dame.
advisor.one_title,Il ne reste qu'un seul titre de noblesse.
advisor.enemy,Un ennemi attend le moment opportun.
advisor.slaves_hungry,Les esclaves sont affamés.
advisor.peasants_hungry,La population paysanne est affamée.
advisor.not_enought_tavernas,Il nous faut des tavernes.
advisor.no_temples,Il nous faut des temples.
advisor.no_barracks,Il nous faut des casernes.
advisor.rutabaga_poison,Épidémie de fièvre du rutabaga
advisor.inflamed_wound_lords,Blessure infectée
advisor.inflamed_wound_warriors,Les blessures de certains soldats se sont infectées.
advisor.free_lord_expire_soon,Le contrat expire.
advisor.no_problems,Il n'y a aucun problème.
advisor.no_tavernas,Les tavernes ne sont pas opérationnelles.
advisor.no_altar,Il n'y a aucun lieu de prière.
advisor.no_allcohol_production,Il n'y a aucune production d'alcool.
advisor.no_food_production,Il n'y a aucune production de nourriture.
advisor.upgrade_woorcutter,Nos scieries devraient être améliorées.
advisor.small_army,Notre armée est particulièrement faible.
advisor.low_fertility,La baisse de fertilité est une menace pour notre cité.
advisor.low_iron,Nos réserves de fer s'amenuisent.
advisor.slaves_run,Les esclaves ne sont pas assez bien surveillés.
advisor.no_work,Trop de personnes sont sans-emploi.
advisor.contraband,Il y a de la spéculation dans la cité.
advisor.fanatics_rebellion,Les fanatiques sont au bord de la révolte.
advisor.bishop_rebellion,L'évêque prépare une révolte.
advisor.onboard_1,Construisez une scierie.
advisor.onboard_2,Récoltez le seigle.
advisor.onboard_3,Commencez la production de farine.
advisor.onboard_4,Récoltez le houblon.
advisor.onboard_5,Commencez à brasser de la bière.
advisor.onboard_6,Construisez une mine.
advisor.onboard_7,Concluez un accord commercial.
advisor.onboard_8,Atteignez une population de 40 personnes.
advisor.onboard_9,Créez un État.
advisor.clerks,Aucune tâche n'est assignée aux fonctionnaires.
advisor.no_paper,La chancellerie manque de papier.
advisor.wolves,Des loups attaquent la main-d'œuvre !
advisor.onboard_4_1,Engagez un noble libre.
advisor.onboard_6_1,Commencez à produire des outils.
advisor.emperor_coronation,Prenez place sur le trône impérial.
advisor.desire_to_kill,Ce seigneur ou cette dame prévoit de commettre un meurtre.
trait.hint.risk_of_infection,Les risques d'infection persistent.
trait.infertility,Ménopause
trait.beauty_beautyful,Charme
trait.beauty_pretty,Beauté
trait.beauty_ugly,Laideur
trait.beauty_unpretty,Hideur
trait.beer_addiction,Alcoolisme
trait.beer_hangover,Gueule de bois
trait.blindness,Perte de la vision
trait.blood_poisoning,Gangrène
trait.bruise,Hématome
trait.bruise_light,Bleu
trait.burglary,Tentative de cambriolage
trait.burn_heavy,Brûlure grave
trait.burn_light,Brûlure mineure
trait.burn_middle,Brûlure modérée
trait.character_attack,Attaque de noble
trait.cut,Coupure
trait.cut_down,Décapitation
trait.dead,Mort(s)
trait.deadly_fight,Homicide lors d'une bagarre
trait.deep_wound,Blessure profonde
trait.doubting,Agnostique
trait.dummy_bastard,Enfant illégitime
trait.lord_bastard,Enfant illégitime
trait.encephalitistrait,Encéphalite
trait.exhalation,Sous-alimentation
trait.fatigue,Épuisement
trait.fear_of_punishment,Peur du châtiment
trait.fight_with_king,Bagarre avec le monarque
trait.heavy_bleeding,Hémorragie sévère
trait.homeless,Sans-abri
trait.immobilization,Immobilisation
trait.injury_arm,Fracture du bras
trait.injury_face,Blessure au visage
trait.injury_leg,Fracture de la jambe
trait.injury_rib,Fracture d'une côte
trait.inspection_friendly,Instructions reçues
trait.internal_bleeding,Hémorragie interne
trait.kid,Enfants
trait.leprosy,Lèpre
trait.loss_of_eye,Perte d'un œil
trait.loss_of_hand,Main coupée
trait.love,Amourette
trait.medium_bleeding,Hémorragie modérée
trait.mortal_wound,Blessure mortelle
trait.murder,Meurtre
trait.murder_of_aristocrat,Meurtre de noble
trait.nectar_addiction,Addiction au nectar
trait.nectar_hangover,Redescente de nectar
trait.night_murder,Meurtre de nuit
trait.night_murder_attempt,Tentative de meurtre de nuit
trait.oldman,Personne âgée
trait.painful_shock,État de choc
trait.philosopher,Philosophie
trait.poison_attempt,Tentative d'empoisonnement
trait.poison_begin_stage,Empoisonnement (1e stade)
trait.poison_middle_stage,Empoisonnement (2e stade)
trait.poison_last_stage,Empoisonnement (convalescence)
trait.pregnant,Grossesse (1/3)
trait.pregnant_medium,Grossesse (2/3)
trait.pregnant_heavy,Grossesse (3/3)
trait.religious_fanatic,Fanatisme religieux
