Key,Italiana
video.sub14,"Da questo momento, sarai tu a scrivere la storia."
game.end.body,"Nel tuo insediamento non rimangono nobili adulti in grado di dare ordini con giudizio.
 
 Tutti i nobili minorenni verranno adottati dalla Chiesa e si uniranno alle sue fila.
 
 Ciò conclude la storia della tua famiglia nobiliare."
game.end.caption,Hai perso!
building.menu.paper_in_stock,"Scorte di carta: 
 {current}/{need}"
notification.insight.text,"Il personaggio ha appena realizzato di possedere la seguente conoscenza:
 
 <b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>La punizione immotivata di un nobile libero verrà condannata dai vicini</red>
display_event.heir_can_soon_rise,L'erede {name} ambirà presto al trono!
display_event.slaves_can_soon_rise,I prigionieri potrebbero scatenare presto una rivolta!
display_event.loyalists_can_soon_rage,I lealisti potrebbero dare inizio a un massacro!
display_event.soldiers_deserting,I guerrieri stanno abbandonando la città!
display_event.fanatics_can_soon_rise,I fanatici potrebbero sollevare presto una rivolta!
display_event.bishop_can_soon_rise,Il vescovo potrebbe sobillare presto i fanatici!
mind.remain_time,Scade tra {remain_time}
unsupported_saves.header,File di salvataggio non supportati rilevati
unsupported_saves.body,"<b>Norland</b> è attualmente in sviluppo e in continuo miglioramento. Purtroppo, non siamo sempre in grado di garantire la compatibilità con i salvataggi precedenti, soprattutto adesso che il gioco non è ancora in accesso anticipato.
 
 Tutti i file di salvataggio non supportati sono stati spostati nella cartella ""unsupported_saves"".
 
 Ci scusiamo per ogni inconveniente."
menu.construction.category.roads,Strade
tooltip.construction.place_roads,Colloca la strada
tooltip.construction.remove_roads,Rimuovi la strada
tooltip.construction.hold_shift.start,Tieni premuto
tooltip.construction.hold_shift.end,per creare una linea retta
mutator.longlive,Longevità
ambition.recommend_for_start,(Scelta consigliata)
notification.lord_escaped,{name}: ha lasciato la provincia
notification.messenger_escaped,Il messaggero ha lasciato la provincia
notification.messenger_return,Il messaggero ha fatto ritorno nella provincia
actor.status.back_to_home_town,Sulla via del ritorno verso casa
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,Attacca {target_name}
army.status.reinforcement_in_process,Rinforzi per {target_name}
mind.remain_time_exhaustion,Morte per inedia tra: {remain_time_hours} ora/e.
mind.remain_time_starvation,Tempo rimasto prima dello sfinimento: {remain_time_hours} ore.
display_event.soul_missing,{name}: introvabile
ceremony.emperor_coronation,Incoronazione dell'imperatore
statistics.peoples.line.mood,Morale
statistics.peoples.line.capital,Capitale
statistics.peoples.line.sick,Persone malate
statistics.peoples.line.hungry,Persone affamate
statistics.peoples.line.strongly_tired,Persone molto stanche
statistics.peoples.line.homeless,Senza casa
statistics.peoples.line.fanatics,Fanatici
statistics.peoples.line.nectar_addicted,Nettaredipendenti
statistics.peoples.line.loyalists,Lealisti
statistics.peoples.category.happiness,FELICITÀ
statistics.peoples.category.groups,GRUPPI
statistics.peoples.category.cultures,CULTURE
trade.soldiers_tax.caption,Tassa sui guerrieri
trade.vassal_tax.to_player,Tributo dai tuoi vassalli
trade.vassal_tax.from_player,Tributo al tuo sovrano
actor.action_task.emperor_coronation,Proclamati imperatore
statistics.tab.resources,Risorse
statistics.tab.peoples,Persone
display_event.emperor_inquizition_soon,L'Inquisizione è in arrivo
statistics.resources.category.currency,VALUTA
statistics.resources.category.food_and_drinks,CIBI E BEVANDE
statistics.resources.category.extracted,RISORSE ESTRATTE
statistics.resources.category.manufactured,RISORSE LAVORATE
statistics.resources.category.weapon_and_armor,ARMI E ARMATURE
statistics.resources.special_hint.consumed,Usate da nobili e prigionieri
menu.ending.titile.emperor.fail,Sconfitta!
menu.ending.text.emperor.fail,"Non hai potuto fronteggiare l'Inquisizione.
 
 La tua provincia è stata bruciata, il tuo stato non esiste più e tutti i monarchi hanno imparato la lezione, non oseranno sfidare la Chiesa per un bel po'.
 
 Per assicurare che nessuno si opponga alla Famiglia benevola in futuro, l'Inquisizione brucia inoltre tutti i libri e vieta l'alfabetizzazione sotto minaccia di morte.
 
 Norland sprofonda negli abissi dei secoli bui..."
menu.ending.titile.emperor.win,Vittoria!
menu.ending.text.emperor.win,"Hai fondato con successo un nuovo impero e strappato alla Chiesa il suo potere assoluto. I nomi dei monarchi nella tua dinastia rimarranno negli annali per secoli.
 
 La minaccia dei secoli bui è passata; è giunta l'alba di un nuovo giorno."
menu.ending.ok,Fine partita
ambition.engame.emperor,"Nomina imperatore il tuo monarca e sfida la Famiglia benevola per vincere la partita.
 
 (Azione sbloccabile nel menu del monarca)"
display_event.press_right_click_to_close,$ Premi <b>PDM</b> per chiudere il messaggio
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,Tassa sull'esercito aumentata
menu.choose_province.extends_borders.header,Creazione degli stati
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 Puoi cominciare la partita come provincia indipendente o creare immediatamente il tuo regno vassallo annettendo le province vicine.
 
 Per farlo, fai clic sui <b>pulsanti sui confini.</b>
 
 Puoi anche creare regni simili per altri monarchi, selezionando le loro province ed espandendo i loro confini."
actor.action.inspector.executor,SELEZIONA AMMINISTRATORE
display_event.terror_no_more_criminal_and_jobless,Il terrore è fuori controllo!
actor.age.child,Bambino
actor.part_of_nature.king,Monarca
actor.class.heavy_archers,Liv. 13-17 - Balestriere in armatura pesante
mutator.iron_excess,Ferro in eccesso
mutator.old_grudge,Vecchi rancori
display_event.players_vassal_left,La tua provincia vassalla {faction_name} non fa più parte del tuo regno
display_event.players_ally_left,La tua provincia alleata {faction_name} non fa più parte dell'alleanza
main_menu.new_game.province.header.start,Avvia partita
statistics_menu.province.no_iron_mines,Non ci sono giacimenti di ferro.
statistics.resources.category.currency.army_tax,Tassa dei guerrieri
statistics.resources.category.currency.tribute_from_your_vassals,Tributo dai tuoi vassalli
statistics.resources.category.currency.your_vassal_tribute,Il tuo tributo al sovrano
actor.loyalty.no_changes,"Nelle ultime 24 ore, la lealtà non è cambiata"
encyclopedia.press_right_click_to_pin,$ Premi <b>PDM</b> per fissare o sbloccare
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$ Premi <b>PSM</b> per contrassegnare come letto o non letto
building.menu.ordered,ORDINI
building.menu.bonus,BONUS
building.menu.no_orders,Nessun ordine
building.menu.order_line,{order_type}: <hint={resource_hint}>{resource_count}</hint>. Rimanenti: {produced_count}
building.menu.status.raw_waiting,In attesa delle risorse dal magazzino della provincia
main_menu.wiki,Wiki
menu.actor.free_lord,Nobile libero
actor.stata.knight,Cavaliere
main_menu.external_links,Collegamenti esterni:
main_menu.external_links.twitter,X (Twitter)
main_menu.external_links.report_bug,Segnalazione di bug
tutorial.enemy.attack,Attacco
video.endgame.sub1,Il Trono scarlatto ora è tuo.
video.endgame.sub2,"La Chiesa ha perso il suo potere politico, e ora nomini tu la Matriarca."
video.endgame.sub3,"L'epoca delle guerre brutali è terminata, e i conflitti ora si risolvono solo alla corte dell'imperatore."
video.endgame.sub4,"Le foreste sono libere dai fuorilegge, le biblioteche non bruciano più e il libero commercio è florido."
video.endgame.sub5,Le nazioni hanno dimenticato i loro dissapori e collaborano pacificamente.
video.endgame.sub6,"Tuttavia, è importante ricordarsi che gli imperi non sono eterni, e gli annali antichi possono raccontarci dei loro fallimenti."
video.endgame.sub7,Solo un folle dichiarerebbe di sapere che cosa gli dèi hanno in serbo per il nostro futuro.
autosave_modes.two_in_one,2 volte al giorno
autosave_modes.one_in_one,1 volta al giorno
autosave_modes.one_in_two,1 volta ogni 2 giorni
video.endgame.sub8,"""La potenza del monarca è più grande di quella umana, e il suo braccio è molto lungo."" — Erodoto, Storie"
actor.action_task.force_eat,Mangia
options_menu.game.autosave_modes,SALVATAGGIO AUTOMATICO
display_event.lord_want_to_kill_someone,{lord_name}: trama un omicidio
work.caravanner,Capo della carovana
global_map.object.army.garrison,Esercito
global_map.object.army.on_global_map,Nella mappa globale
global_map.object.army.nobody,NESSUNO
menu.tools.hint.menu,Pausa
main_menu.new_game.province.neighbours.ally,Alleata
main_menu.new_game.province.neighbours.vassal,Vassalla
main_menu.new_game.province.neighbours.suzrain,Sovrana
main_menu.new_game.province.neighbours.alliance_leader,Capa dell'alleanza
main_menu.new_game.province.neighbours.independent,Indipendente
main_menu.new_game.province.neighbours.pacifism.ambitious,Ambizione
main_menu.new_game.province.neighbours.pacifism.random,Casuale
main_menu.new_game.province.neighbours.town_sell,La città vende
main_menu.new_game.province.neighbours.town_buy,La città compra
main_menu.new_game.province.neighbours.sell.random,Casualmente
main_menu.new_game.province.player.village.1,Primo villaggio
main_menu.new_game.province.player.village.2,Secondo villaggio
main_menu.new_game.province.player.village.random,Casuale
mutator.lazy_workers,Lavoratori pigri
building.status.inspection_inactive,Inattività
advisor.wood,Legno insufficiente.
advisor.alcohol,Basso consumo di alcolici.
advisor.nectar,Nettare in esaurimento.
advisor.housing,Abitazioni insufficienti.
advisor.tasks,Il nobile ha troppi impegni.
advisor.patrols,Ci sono troppi vagabondi in città.
advisor.scafod,I crimini non vengono puniti.
advisor.low_money,La tesoreria è quasi vuota.
advisor.matriarch,La Chiesa è insoddisfatta.
advisor.prestige,Il prestigio è basso.
advisor.teach_children,I bambini non ricevono un'educazione.
advisor.marry,È ora che il nobile si sposi.
advisor.chancellery,Ci serve una cancelleria.
advisor.loyality,La lealtà di un nobile sta diminuendo.
advisor.slaves_unhappy,I prigionieri sono infelici.
advisor.peasants_unhappy,La migrazione si è interrotta
advisor.culture_unhappy,I membri di alcune culture sono infelici.
advisor.warriros_unhappy,I guerrieri sono infelici.
advisor.depression,Un nobile soffre di depressione.
advisor.feud,C'è rivalità tra i nobili.
advisor.train_sodiers,I soldati non ricevono un addestramento.
advisor.knowledge,Nessuno studia i libri.
advisor.produce_goods,La produzione langue.
advisor.homeless,Un nobile è senza dimora.
advisor.efffective,Un edificio potrebbe funzionare con più efficienza.
advisor.bandit_camp,Un accampamento di fuorilegge è in espansione.
advisor.dont_like,Abbiamo un vicino pericoloso.
advisor.intrigues,Un nemico sta complottando.
advisor.desire,Un nobile è consumato dal desiderio.
advisor.one_title,Resta un solo titolo.
advisor.enemy,Un nemico attende il momento opportuno.
advisor.slaves_hungry,I prigionieri hanno fame.
advisor.peasants_hungry,I popolani hanno fame.
advisor.not_enought_tavernas,Ci servono delle locande.
advisor.no_temples,Ci servono dei templi.
advisor.no_barracks,Ci servono delle caserme.
advisor.rutabaga_poison,Epidemia di tifo delle rape
advisor.inflamed_wound_lords,Ferita infiammata
advisor.inflamed_wound_warriors,I soldati hanno ferite infiammate.
advisor.free_lord_expire_soon,Contratto scaduto.
advisor.no_problems,Non ci sono problemi.
advisor.no_tavernas,Le locande non sono in funzione.
advisor.no_altar,La gente non ha luoghi di culto.
advisor.no_allcohol_production,Non vengono prodotti alcolici.
advisor.no_food_production,Non viene prodotto cibo.
advisor.upgrade_woorcutter,Le segherie vanno migliorate.
advisor.small_army,Il nostro esercito è debole.
advisor.low_fertility,Incombe la minaccia di una riduzione della fertilità.
advisor.low_iron,I giacimenti di ferro si stanno esaurendo.
advisor.slaves_run,La sorveglianza dei prigionieri è insufficiente.
advisor.no_work,I disoccupati sono numerosi.
advisor.contraband,Si verificano casi di speculazione in città.
advisor.fanatics_rebellion,I fanatici stanno per insorgere.
advisor.bishop_rebellion,Il vescovo pianifica una rivolta.
advisor.onboard_1,Costruisci una segheria.
advisor.onboard_2,Raccogli la segale.
advisor.onboard_3,Avvia la produzione di farina.
advisor.onboard_4,Raccogli i luppoli.
advisor.onboard_5,Avvia la produzione di birra.
advisor.onboard_6,Costruisci una miniera.
advisor.onboard_7,Stringi un accordo commerciale.
advisor.onboard_8,Raggiungi una popolazione di 40 abitanti.
advisor.onboard_9,Crea uno stato.
advisor.clerks,Ci sono funzionari non assegnati.
advisor.no_paper,La cancelleria ha esaurito la carta.
advisor.wolves,I lupi attaccano i lavoratori.
advisor.onboard_4_1,Assumi un nobile libero.
advisor.onboard_6_1,Avvia la produzione di attrezzi.
advisor.emperor_coronation,Diventa imperatore.
advisor.desire_to_kill,Il nobile trama un omicidio.
trait.hint.risk_of_infection,Il rischio di infezione resta
trait.infertility,Menopausa
trait.beauty_beautyful,Bellezza
trait.beauty_pretty,Fascino
trait.beauty_ugly,Bruttezza
trait.beauty_unpretty,Sgradevolezza
trait.beer_addiction,Dipendenza da alcolici
trait.beer_hangover,Sbornia
trait.blindness,Cecità
trait.blood_poisoning,Cancrena
trait.bruise,Contusione
trait.bruise_light,Contusione lieve
trait.burglary,Furto
trait.burn_heavy,Ustione grave
trait.burn_light,Ustione lieve
trait.burn_middle,Ustione moderata
trait.character_attack,Attacco a un nobile
trait.cut,Taglio
trait.cut_down,Testa decapitata
trait.dead,Morte
trait.deadly_fight,Tentato omicidio
trait.deep_wound,Ferita profonda
trait.doubting,Agnosticismo
trait.dummy_bastard,Prole illegittima di un popolano
trait.lord_bastard,Prole illegittima di un nobile
trait.encephalitistrait,Encefalite
trait.exhalation,Sfinimento
trait.fatigue,Fatica
trait.fear_of_punishment,Paura di una punizione
trait.fight_with_king,Litigio con il monarca
trait.heavy_bleeding,Emorragia grave
trait.homeless,Senza casa
trait.immobilization,Immobilità
trait.injury_arm,Ferita alla mano
trait.injury_face,Ferita al viso
trait.injury_leg,Ferita alla gamba
trait.injury_rib,Ferita al costato
trait.inspection_friendly,Ricezione degli ordini
trait.internal_bleeding,Emorragia interna
trait.kid,Minore
trait.leprosy,Lebbra
trait.loss_of_eye,Perdita di un occhio
