Key,Ukrainian
prophecy.wolf_attack,Навала плотожерів
prophecy.bandits_capm,Армія дезертирів
prophecy.fields_sick_one,Зараження посівів
prophecy.cholera_epidemy,Епідемія віспи
prophecy.xenophoby,Спалах ксенофобії
prophecy.crocks_wave,Навала волоцюг
prophecy.fanatics_wave,Жовті фанатики
prophecy.fields_sick_all,Голодні дні
prophecy.tree_bug,Деревний жук
prophecy.rats_invasion,Щуряча навала
display_event.prophecy_soon,Скоро збудеться пророцтво: {prophecy}
display_event.prophecy_complete,Скінчилося лихо: {prophecy}
prophecy.matriarch.soon_prophecy_1,"Матріарх передбачає, що за {d1}-{d2} дн. вашу провінцію спіткає лихо: <b>{prophecy}</b>"
prophecy.matriarch.soon_prophecy_2,"Матріарх передбачає, що за {d2} д вашу провінцію спіткає лихо: <b>{prophecy}</b>"
prophecy.matriarch.letter_caption,Пророцтво
prophecy.matriarch.letter_text,"Церковні пророки передбачають, що за {d1}-{d2} дн. на ваших землях відбудеться наступне лихо:"
display_event.prophecy_soon_unknown,Чутки про неминуче лихо
opinion_mind.interest_to,Зацікавленість ({name_2}):
opinion_mind.interest_of_me,Зацікавленість у мені ({name_2}):
opinion_mind.interest_sex_ready,<center>{name_1} наразі <green>хоче</green> йти на побачення з: {name_2} (зацікавленість: {interest_sign} <green>{interest_threshold}</green>)</center>
opinion_mind.interest_sex_not_ready,<center>{name_1} наразі <red>не хоче</red> йти на побачення з: {name_2} (зацікавленість: {interest_sign} <red>{interest_threshold}</red>)</center>
display_event.market_depth_increased,Ринкові об'єми всіх товарів збільшилися
building.menu.escape_prevented,Втечі не допущено
mutator.no_prophecy,Без пророцтв
display_notification.auto_trade,Посланців відправлено на торгові угоди
knowledge.blocked_reason.production_building_count,Збудовано виробничих споруд: {count}
display_tooltip.pause,ПАУЗА
menu.knowledge.culture_knowledge,Знання про культуру: {culture_name}.
statistics_menu.province.market_depth.header,Зовнішній ринок
statistics_menu.province.market_depth.additional_depth,Додатковий <hint=hint_market_volume_bonus>ринковий об'єм</hint>: {percent}%
display_event.old_age_begin,{name}: досягає старості
display_event.contraband_begin,Виявлено спекуляцію
statistics_menu.contraband_label,Спекуляція
decor.dark_altar,Шибениця
decor.dark_cage,Клітка
decor.dark_garbage,Криваве лахміття
decor.dark_stake_with_head,Покарано
decor.dark_statue_sculls,Застереження
decor.dark_statue_skeleton,Мертвий бог
decor.dark_statue_wolf,Тотем
decor.dark_tree,Мертве дерево
decor.dark_tree_2,Голе дерево
decor.dark_tree_3,Пеньок
decor.sub.dark,Залякування
options_menu.audio.master_volume,ЗАГАЛЬНА ГУЧНІСТЬ
options_menu.audio.video_volume,ГУЧНІСТЬ ВІДЕО
decor.sub.dark_2,Кістки
actor.part_of_nature.trader,Купець
display_event.forest_bandits_will_attack_soon,Чутки: лісові розбійники збираються напасти
menu.trade.vassal_tax_from_player,"Населення: {pop} чол.

<b>Всього податків на день:</b> <hint=hint_resource_gold>{sum}</hint>"
