Key,SimplifiedChinese
hint_nt_heir_rebellion,"王位继承人的叛乱
由于对君王的<hint=hint_loyalty>忠诚度</hint>低，王位继承人宣布要发起叛乱，夺取王位。

$继承人有领主朋友相帮，而君王有忠诚派相护。他们各自分到一定比例的军队。
$中立领主不参与叛乱。
$如果继承人获胜，则将继承王位，但现任君王的支持者会对这一结果感到不满。"
hint_nt_heir_rebellion_former,"前王位继承人的叛乱
由于对君王的<hint=hint_loyalty>忠诚度</hint>低，王位前继承人认为自己受到了欺骗，宣称王位应该合法属于自己。

$继承人有领主朋友相帮，而君王有忠诚派相护。他们各自分到一定比例的军队。
$中立领主不参与叛乱。
$如果前继承人获胜，则将继承王位，但现任君王的支持者会对这一结果感到不满。"
hint_nt_kid_need_lesson,"未受教育的儿童
在过去的几天里，{soul_uuid_1}没有接受任何教育。"
hint_nt_lord_dead_in_travell,"在战役中被杀的领主
{soul_uuid_1}在战役中被杀。"
hint_nt_other_faction_king_dead,"统治者已故
{faction_uuid}：统治者{soul_uuid_1}已经去世。"
hint_nt_soldier_for_rises,"可晋升的士兵
你的一些士兵的战斗技能有提升，现在有资格晋升到更高的战斗等级。"
hint_nt_ceremony_funeral,"葬礼
晚上 8 点，将在当地圣堂为{actor_list}举行告别仪式。

愿圣索菲亚慈悲无边！"
hint_nt_ceremony_wedding,"婚礼
晚上 8 点，在当地圣堂，{husband}和{wife}将步入神圣婚姻的殿堂。

愿圣索菲亚保佑他们早生贵子！"
hint_nt_lord_bribed,"受贿领主
{soul_uuid_1}已被你的某个邻邦贿赂（可能是通过信使）。这个角色的忠诚度告急，若忠诚度降至 <red>{threshold}</red> 以下，该角色可能会离开。

你的邻邦采取此行动，是回应你近期的侵犯性举动或领土扩张行动。

<b>提示：</b>若想重建忠诚，君王可以送领主圣戒作为礼物，也可以威胁领主。如果想要彻底避免这样的密谋出现，你要让领主一直保持好心情，这样他们就会成为<hint=hint_loyalist>忠诚派</hint>，不会再被贿赂或诱惑。"
hint_nt_knowledge_too_hard_again,"知识不可用
领主的<hint=hint_skill_knowledge>智力</hint>等级不足，无法研读这本书。如果等级升高，可以恢复研读。"
hint_nt_discovered_talent,"发现天赋
感谢导师赐予的<hint=hint_trait_insightful>顿悟</hint>，领主在自己身上发现了一种新的<hint=hint_talant>天赋</hint>。"
hint_nt_death_is_near,"角色老死
由于自然原因，这个角色的日子屈指可数，很快就要离开凡世了。亲戚和朋友有几天的时间来告别。"
hint_nt_death_is_near_king,"统治者垂死
由于自然原因，这个角色的日子屈指可数，很快他就会离开凡世。

由于统治者力不从心，王位继承人{soul_uuid_1}和下一顺位的王位继承人{soul_uuid_2}在这几天里会互相猜忌，这可能会引发悲剧性事件。"
hint_soldier_immobilized,"战士无法移动。
无法移动的战士不能加入部队。"
hint_merc_on_the_way,"雇佣战士在途中
该战士将在 {remain_hours} 小时内到达你的聚落。"
hint_cant_add_to_army_in_battle,"作战战士
该战士现在正在作战。"
hint_cant_add_to_army_pregnant,"怀孕
她现在怀孕了。"
hint_cant_add_to_army_madness,"疯狂
这个战士目前陷入了疯狂。"
hint_cant_hire_king_not_saint,"狂热信徒
狂热信徒基本忠于教会，通常不会加入军队，除非女教皇对你的统治者赐予了<hint=hint_saint>祝祷</hint>。"
hint_no_available_dummy_for_hiring,这个城市中，没有可以被招募到民兵中的无业者。
hint_army_command_bonus,"指挥加成
只要指挥官还活着，这个领主的<hint=hint_skill_command>指挥</hint>技能就会为部队的所有成员提供士气加成。"
hint_bonus_prodution,"额外产量
显示由于领主管理人的<hint=hint_skill_management>管理</hint>技能，工人产出了多少额外产量（在左侧显示的总量中的占比）。"
hint_enemy,"仇敌
当一个角色与另一个角色的关系低于 <red>{rel_enemy}</red>，他们便是仇敌。仇敌状态会影响他们的<hint=hint_interest>兴趣</hint>、<hint=hint_speech_intrigue>挑拨</hint>对象，以及是否更愿意进行涉及<hint=hint_speech_ignore>轻视</hint>和<hint=hint_speech_insult>侮辱</hint>的<hint=hint_conversation>深入交流</hint>。"
hint_vassal,"附庸关系
当一个君王臣服于另一个君王时，他便成为附庸，而另一个君王则成为他的宗主。
也就是说：

$当附庸的城市受到攻击时，有权要求宗主保护。
$附庸不能独立攻击其他领主的城市或向他们索要贡金。
$附庸用<hint=hint_resource_gold>金币</hint>向宗主进贡，其数量取决于附庸城市的人口。
$宗主或附庸死后，协议将继续。
$所有<hint=hint_action_shadow>邪恶勾当</hint>和恶意密谋也都被禁止。
$附庸王国的居民可以不受限制地相互交易，其市场需求会<hint=hint_market_volume_bonus>增加</hint>。"
hint_alliance_of_free_cities,"自由城联盟
[hint_defence_alliance_only_description]"
hint_army_menu,"军队菜单
在此菜单中，你可以看到麾下全部<hint=hint_persons_warriors>战士</hint>以及所有能够领导武装<hint=hint_army>部队</hint>的指挥官。

<img=hint_army_menu></img>

点击左侧的按钮，可以招募<hint=hint_persons_peasant>平民</hint>或<hint=hint_persons_slave>囚犯</hint>加入行伍，或者邀请能征惯战的武装<hint=hint_persons_merc>雇佣兵</hint>甚至<hint=hint_knight>骑士</hint>为你效命。

点击右侧的按钮，则可在本地地图或世界地图上组建一支部队，前去征讨敌人。对了，千万别忘了给你的部队配发武器！"
hint_finance_menu,"经济学菜单
底部正中间菜单上的齿轮图标。可以配置生产、资源分配和内部交易。

<img=hint_finance_menu></img>

$在左列创建商品生产订单。
$在中间列，为你的臣民设置每日或一次性资源分配。具备“工钱”知识后，便可向臣民分发金币。
$在右列设置内部市场的商品销售（需要具备“内部交易”知识）。"
hint_production_menu,"生产菜单
复杂商品的生产需要通过生产菜单进行安排，而非像伐木场等资源型建筑那样，全天候满负荷地生产基础资源。

<img=hint_production_menu></img>

$下达“制作 X”指令，可以一次性产出某种复杂资源。生产完成后，指令便即终止。
$相比之下，“持续生产至 X”指令则会使城市仓库中的某种资源始终维持一个特定的存量。为此，工人每天都会根据预设的目标来进行生产。
$早上，工人会从城市仓库中取出所需的原材料，开始一天的生产工作。而在下班时，他们会将产出的商品带回仓库，同时领取工钱。"
hint_knowledge_menu,"知识菜单
知识菜单显示你的贵族世家可用的<hint=hint_idea>知识</hint>。知识储存在<hint=hint_book>书籍</hint>或领主的脑海里。

<img=hint_knowledge_menu></img>

$要应用书中包含的知识，例如解锁建造新建筑的能力，那么这本书必须由领主阅读。为此，需要指派一名领主研读知识。
$你还可以通过这个菜单誊抄或撰写新书。要做到这一点，领主必须了解相关的知识。（领主的头像将会显示在知识卡片上。）
$新书可以从<hint=hint_holy_caravan>圣商队</hint>或从邻近派系获得。"
hint_tech_item,"书籍
用于实现在{building_name}中生产{resource_name}。"
hint_tech_upgrade_prod,"知识
用于将{building_name}升级到 4 级和 5 级，升级后，可以创造额外的工作机会。"
hint_tech_upgrade_house,"技术
用于升级{building_name}，新增一张更柔软的床，在睡眠后可提供积极<hint=hint_thought>想法</hint>，还可以增强对<hint=hint_persons_criminal>流民</hint>入侵的防护。"
hint_tech_efficiency,"技术
建筑中产生的资源量提升 {ef_prod}%。"
hint_tech_soil,"技术
农田土壤施肥所需的<hint=hint_resource_wood>木材</hint>减少 {soil_down_percentage}%。"
hint_tech_wood,"技术
从一棵树上提取的<hint=hint_resource_wood>木材</hint>数量增加 {more_wood_percentage}%。这有助于缓解森林砍伐程度。"
hint_tech_survive,"技术
田间植物的死亡概率降低 {plant_survive_percentage}%。"
hint_tech_pigfarm,"技术
喂猪所需的食物量减少 {pigs_feed_down_percentage}%。"
hint_tech_repair,"技术
修复建筑的<hint=hint_resource_instruments>工具</hint>消耗减少 {tools_down_percentage}%。"
hint_tech_save_res,"技术
每天结束时，生产中节省的资源返还 {return}%。"
hint_tech_no_break,"技术
防止建筑物倒塌。"
hint_tech_no_fire,"技术
防止建筑物着火。"
hint_tech_no_trauma,"技术
避免工作场所出现事故和发生疾病。"
hint_tech_fast_building,"技术
所有建筑的建造加快 {building_speed_down_percentage}%。"
hint_tech_fast_build_less_wood,"技术
建造和升级建筑的<hint=hint_resource_wood>木材</hint>消耗减少 {building_wood_down_percentage}%。"
hint_tech_fast_build_less_iron,"技术
建造和升级建筑的<hint=hint_resource_iron>铁</hint>消耗减少 {building_wood_down_percentage}%。"
hint_tech_skill,"技术
学习时，获得 {number} {skill_name}技能经验。"
hint_knowledge_new_book,"新书
一本新书已经写好。单击打开<hint=hint_knowledge_menu>知识菜单</hint>查看成果。"
hint_knowledge_new_knowledge,"新知识
已学会新知识！单击打开<hint=hint_knowledge_menu>知识菜单</hint>查看现在可用哪些功能。"
hint_tech_building,"技术
可以通过建造菜单建造{building_name}。"
hint_tech_building_2,"技术
可以通过建造菜单建造{building_name}和{building_name_2}。"
hint_tech_building_prod,"技术
可以建造{building_name}，并生产{resource_name}。"
hint_tech_criminal_intimidation,"[tech.criminal_intimidation]
被<hint=hint_bld_scafod>处刑者</hint>吓破胆的<hint=hint_persons_criminal>流民</hint>不敢犯罪的时间由一天变为两天。"
hint_tech_loyalist_more,"忠诚基础
城市出现<hint=hint_loyalist>忠诚派</hint>的可能性加倍。"
hint_tech_preach_better,"有效布道
圣堂<hint=hint_sermon>布道</hint>的效果加倍。"
hint_tech_slaves_happiness,"囚犯幸福
<hint=hint_slave_riot>囚犯叛乱</hint>的可能性降至零。"
hint_tech_tanaya_paper,"塔纳亚纸张
含特殊成分，万一图书馆发生火灾，可保护你的所有书籍不被烧毁。"
hint_tech_crevav_swede,"炖芜菁
炖<hint=hint_resource_rutabaga>芜菁</hint>特殊配方，可防止芜菁热症患者死亡（但不能预防疾病本身）。"
hint_tech_drought_fight,"抗旱
种子种植和土壤处理方法，干旱期间不会损失作物。"
hint_tech_longevity,"长寿
特殊的饮食和精神状态可以减缓衰老，衰老的开始推迟 {effect_days} 天。只会影响亲自学习过这些知识的领主。"
hint_tech_addiction_resist,"克服成瘾
通常，一个角色必须在 4 天内避免使用成瘾物质才能克服，但本书中的知识可将戒断时间减少到 2 天。"
hint_tech_fanatic_pretend,"虚假狂热
一个受过社会模仿训练的领主会被别人认为是<hint=hint_persons_fanatic>狂热信徒</hint>，但其内心的信仰和想法将保持不变。"
hint_tech_marah_ale,"马哈麦酒
若<hint=hint_resource_ale>美味麦酒</hint>是在当地省邦生产的，此酒引发的积极想法的效果翻倍。"
hint_tech_right_nectar,"正宗蜜酿
若蜜酿是在当地省邦生产的，那么饮用此<hint=hint_resource_nectar>蜜酿</hint>后，再次饮用的冲动减半。"
hint_tech_fertilize_cost_less,"精准施肥
施肥田地所消耗的<hint=hint_resource_wood>木材</hint>减半。"
hint_tech_tree_more_wood,"合理伐木
该省邦所有的伐木工人都掌握了伐木知识，可从每棵砍伐的树木中获得额外 {felled_tree_bonus}% 的资源。"
hint_tech_better_meat,"肉食烹饪
在省邦内吃<hint=hint_resource_meat>肉</hint>带来的积极想法的效果翻倍。"
hint_tech_flirt_art,"调情艺术
吸引异性的手法，异性对你的<hint=hint_interest>兴趣</hint>多增加 {bonus} 点。"
hint_tech_voruns_moonshine,"瓦恩劣酒
在省邦内喝<hint=hint_resource_moonshine>劣酒</hint>带来的消极想法的效果减半。"
hint_tech_dialect,"知识
阅读本书，学习一门新语言。"
hint_tech_cutter,"斩首者
你的领主和战士将有额外 20% 的几率在战斗中瞬间斩首敌人。"
hint_tech_axe_mastery,"斧头大师
你的领主和战士不论技能如何，使用斧头的熟练程度<b>翻倍</b>。"
hint_tech_handfighter,"肉搏战
你的领主和战士不论技能如何，肉搏战的熟练程度<b>翻倍</b>。"
hint_tech_tanya_shield,"塔纳亚护盾
不论技能如何，你的战士和穿护盾的领主抵御弓箭的有效程度<b>翻倍</b>。"
hint_tech_bow_mastery,"弓箭大师
你的领主和战士不论技能如何，使用弓箭的熟练程度<b>翻倍</b>。"
hint_tech_mace_stun,"链锤眩晕
你的领主和战士不论技能如何，使用链锤有 <b>3 倍</b>的几率将对手击晕。"
hint_tech_heavy_armor_wear,"穿戴盔甲
你的领主和战士在低技能等级时穿戴重型和轻型盔甲不会遭到削弱。"
hint_tech_polite_trade,"知识
君王之间由贸易产生的积极想法效果翻倍。"
hint_tech_sin_mind_reducer,"知识
犯罪引起的消极想法减半。"
hint_tech_common_good,"知识
恐慌想法的持续时间减半。"
hint_tech_joy_of_education,"知识
来访的领主很乐意免费指教你的领主。"
hint_learn_no_teacher,"尚无合适导师
城市中所有领主的技能等级都不够高，无法增加这个领主的技能。

试一试在世界地图上搜索导师。"
