Key,English
hint_tutorial_combat,"Battle Calculation
In battle, characters take turns attacking each other.

<img=hint_tutorial_combat></img>

Depending on the attacker's weapon and the defender's armor, different-sized packets of ""tickets"" are thrown into a figurative ""bag,"" and one ticket is drawn from this bag - this is the result of the attack.

For example, a dagger adds 10 ""cut"" tickets to the bag, while light armor adds 10 ""blocked by armor"" tickets. Thus, there will be a 50% (10:10) chance that the attack will hit the target and the defender will receive a cut. Heavy armor adds a packet of 30 ""attack blocked"" tickets to the bag, so the chance of a cut in this case will be significantly lower.

$ Additionally, the difference between the <hint=hint_skill_combat>Combat skill</hint> of the fighting characters adds a proportional number of ""dodged attack"" tickets to the bag.
$ These tickets include not only wounds or parrying attacks, but also weapon and armor damage, and stun."
hint_tutorial_weapons,"Weapon Proficiency
As your warriors' <hint=hint_skill_combat>Combat skill</hint> grows, they also learn to use increasingly complex weapons and armor.

$ Each warrior has a class, and that class dictates what armaments they can use effectively.
$ Warriors below level 5 can only handle <hint=hint_resource_knife>Daggers</hint>, <hint=hint_resource_wooden_spear>Spears</hint>, and <hint=hint_resource_wooden_hammer>Clubs</hint>.
$ Warriors of level 5 and above can handle heavy weapons such as <hint=hint_resource_sword>Swords</hint> and <hint=hint_resource_battle_axe>Axes</hint>, as well as use <hint=hint_resource_light_armor>Light Armor</hint> and <hint=hint_resource_shield>Shields</hint>.
$ Warriors of level 10 and above can handle <hint=hint_resource_heavy_armor>Heavy Armor</hint> and use <hint=hint_resource_knife>Daggers</hint> as a secondary weapon in case the primary one breaks.

Warriors improve their combat skill level in battles or by training at the <hint=hint_bld_training_ground>Training Ground</hint>.
$ When they reach level 5, they can be promoted in the Army menu by selecting their weapon specialization."
hint_encyclopedia_pain_threshold,"Bleeding
[hint_bleeding]"
hint_encyclopedia_courage,"The Warrior's Morale
[hint_moral_level]"
hint_encyclopedia_captives,"Captives
If a character loses consciousness during a battle and their squad loses, the victorious warriors tie them up and take them captive.

<img=hint_encyclopedia_captives></img>
 
Peasants take the captives to the settlement, where they become prisoners.

<b>Hint.</b> Since such captives typically have high combat skills, using them as a workforce is not very sensible. It makes sense to either sell them or recruit them into your army."
hint_tutorial_marriage,"Marriage
When the current generation of lords dies, you may find yourself in a difficult situation if they haven't had any children.

<img=hint_tutorial_marriage></img>

The best solution for this is a legitimate marriage, in which the spouses regularly fulfill their duty to conceive children, regardless of their relationship.

To do this, choose a spouse for your lords on the global map.
$ Marriage greatly improves relations between houses, so pay attention to the spouse's family.
$ The bride price depends on her skills and the status of her house. Pay attention to talents in skills (marked with stars) - they are inherited by children.
$ If you marry off a bride, she will go to her husband's city, and you will receive a bride price and an improvement in relations."
hint_encyclopedia_vassal,"Vassalage
[hint_vassal]"
hint_tutorial_kings_relations,"Neighbors
Global map relationships between neighboring provinces are presented as personal relationships between Kings. They are displayed next to the King's name under the province's portrait in the province menu.

<img=hint_tutorial_kings_relations></img>

Depending on the relationship, the available actions toward neighbors and their behavior toward you will both change.
 
$ <hint=hint_faction_relations_friend>Friendship:</hint> above <green>+25</green>. This neighbor is open to many peaceful diplomatic options and mutually beneficial arrangements.
$ <hint=hint_faction_relations_neutral>Neutrality</hint> from <red>-15</red> to <green>+25</green>. Standard relationships with neighbors.
$ <hint=hint_faction_relations_opponent>Hostility</hint> below <red>-15</red>. This neighbor begins plotting against you.
$ <hint=hint_faction_relations_enemy>Enmity</hint> below <red>-25</red>. This neighbor is in a state of armed conflict against you.
 
<b>Hint:</b> Hover the mouse over the relationship number in the neighboring settlement menu to learn the details of the relationship."
hint_encyclopedia_persons_forest_bandits,"Forest Bandits
[hint_persons_forest_bandits]"
hint_tutorial_cities_on_map,"City Development
Nearby cities on the map develop according to certain laws.
 
$ The more adult lords in a settlement, the faster its working population grows (peasants and prisoners).
$ The higher the population, the more gold it produces (The budget is displayed in the top part of the menu, below the name of the settlement).
$ Part of the produced gold is spent on purchasing an army. If the king of the settlement is at odds with someone, this portion is higher.
 
<b>Hint:</b> Explore the possibilities for interaction in the settlement's menu."
hint_encyclopedia_unholy_horde,"Unholy Horde
[hint_unholy_horde]"
hint_encyclopedia_sender,"Messenger
[hint_sender]"
hint_tutorial_roles,"King's Biases
Each king has certain biases that affect their relationships with all their neighbors

$ The king's biases are described in the settlement status. Hover over it with your mouse to learn more details."
hint_encyclopedia_movment,"Map Movement
To send an army to attack a neighboring city or send your lord there:
 
1. Select the desired city, camp, or other object on the map.
2. In the city's <b>Action</b> menu, choose the action and the performer (you can create the necessary army right there).

<img=hint_encyclopedia_movment></img>
 
$ Individual lords and characters move quickly on the map and cannot be attacked.
$ Armies move slowly, and hostile armies will engage in battle when they cross paths.
$ Armies with prisoners in tow are even slower and can be caught up to."
hint_tutorial_cheat,"Betrayal and Falling in Love  
A character may fall in love with someone else under certain conditions and circumstances.  

<img=hint_tutorial_cheat></img>  

Conditions for falling in love:  
$ <hint=hint_interest>Interest</hint> in them is above 60  
$ They are not in love with someone else  
$ The character hasn’t had sex in a long time (there’s a corresponding thought)  

A character may cheat on their partner or spouse under the following conditions:  
$ They are no longer in love with them  
$ The character hasn’t had sex in a long time (there’s a corresponding thought)"
hint_tutorial_title,"Titles
[hint_title]"
hint_tutorial_war,"Influence of War
If a city in a neighboring province is under attack, it triggers a flow of refugees to neighboring cities, including yours.

<img=hint_tutorial_war></img>

The culture of the refugees will correspond to the <hint=hint_culture>culture</hint> of that province.

Additionally, in the Holy Caravan and the world, the price of the product sold by this province <b>increases by 50%</b>. (it can be seen in trade contracts for sale)."
hint_tutorial_culture,"Cultures
[hint_culture]"
hint_workers_efficency,"Building Efficiency
The productivity of buildings can be increased by methods other than the skill of the managing lord.

<img=hint_workers_efficency></img>

$ Upgrading a building not only provides an additional workspace but also grants a performance bonus.
$ Roads increase movement speed, reducing the loss of working time.
$ <hint=hint_persons_slave>Prisoners</hint> work 3 hours longer than peasants do - until 9 PM.

You can set the assignment priority of different population types in a production building in each building's menu."
hint_tutorial_matriarch,"Matriarch
[hint_relations_matriarch]"
hint_tutorial_states,"States
In Norland, there are two main types of states - vassal kingdoms and alliances of free cities. In both cases, there is a head of state and dependent provinces that trade independence for protection.

<img=hint_tutorial_states></img>

<b>Vassal Kingdoms</b>. Crown sign.
$ United by the force of the king. This aggressive action is not very favored by the Matriarch.
$ Vassals pay tribute in gold and lose the right to a foreign policy. The suzerain is obliged to protect their vassals.
$ These kingdoms can expand rapidly by directly conquering their neighbors.

<b>Alliances of Free Cities</b>. Wings sign.
$ They expand quite simply - it requires having good relations with the head of the alliance.
$ All allied cities are obliged to send an army to defend other members of the alliance.
$ Members of the alliance, including its leader, cannot forcibly annex anyone.
$ There are no trade restrictions within alliances, and the head of the alliance receives a discount when trading with other members."
