Key,Czech
hint_global_map_object_garrison,"Síla vojska
Agregovaný údaj, který udává přibližné vyhodnocení síly vojska. Přesné složení tvých válečníků vidíš na třetí záložce města (Vojsko).

$ První číslo udává celkové náklady na všechny zbraně a zbroje pro válečníky.
$ Druhé číslo udává počet válečníků v provincii.
$ Třetí číslo udává průměrnou bojovou úroveň tvých válečníků."
hint_new_game_neighbore_settings_type_of_state,"Rozšíření hranic
Založ stát tak, že klikneš na tlačítka na hranici provincie a pak zvolíš jeho typ."
hint_new_game_faction_temperament_ambitious,"Ctižádostivý král
Silný, talentovaný a agresivní vladař, který chce dobýt Norland.

Představuje velkou hrozbu, takže je dobré nedávat tohoto vládce poblíž počáteční provincie."
hint_new_game_neighbore_type_of_state_independent,"Nezávislá provincie
Provincie, která není součástí žádného jiného státu."
hint_new_game_neighbore_type_of_state_vassal,"Vazal
Provincie, která je součástí vazalského království. Je povinna platit příspěvky lennímu pánovi, který ji chrání.

Je politicky omezená, takže například nemůže přímo zaútočit na sousedy."
hint_new_game_neighbore_type_of_state_ally,"Spojenec
Provincie, která je součástí aliance svobodných měst. Neplatí příspěvky, ale má povinnost bránit své spojence.

Je politicky omezená, takže například nemůže přímo zaútočit na sousedy."
hint_new_game_neighbore_type_of_state_alliance_leader,"Hlava aliance
Provincie, která je velitelem aliance svobodných měst.

V rámci aliance nejsou žádná obchodní omezení a hlava aliance má vždy slevu."
hint_new_game_neighbore_type_of_state_suzrain,"Lenní pán
Provincie, která je hlavou vazalského království.

Svoje vazaly udržuje pod kontrolou silou a dostává od nich příspěvky."
hint_new_game_faction_temperament_random,Náhodné
hint_new_game_neighbore_trade_hint,"Město prodává
Zboží, se kterým bude tato provincie obchodovat na začátku hry."
hint_new_game_neighbore_trade_fixed,"Nedostupné
Prodej železa v této provincii nelze změnit, protože je klíčové pro pozdní fázi hry."
hint_new_game_neighbore_trade_random,Náhodné
hint_new_game_player_village_random,Náhodné
hint_new_game_player_village_hint,"Příspěvek vesnic
Vyber suroviny, které budou tvoje vesnice poskytovat každých pár dnů."
hint_nt_hate,"Nenávist
Když jeden lord nenávidí druhého, může to skončit vraždou. Máš pár dnů na <hint=hint_tutorial_hate>podniknutí kroků</hint>.

Seznam společenských myšlenek, které vedly k nenávisti:

{mind_list}"
hint_savefile,"{king_name}, {province_name}
{day}. den 
Provincie pod kontrolou: {state_size}

Obtížnost hry: {difficulty}
{optional_iron_will_mode}

Modifikátory: 
{list}"
hint_untitled_lord,"Nižší lord
Postava urozené krve, ale bez titulu. Král může rozhodnout o jejím osudu, ale nemůže jí zadávat přímé rozkazy.

<img=hint_untitled_lord></img>

Nižší lordi jsou obvykle dospělé děti či lordi bez titulu.

Nižší lordi žijí v provincii a čekají, až se jejich osud vydá jednou z možných cest:
$ Manželství
$ Lordství
$ Rytířství
$ Svobodný lord
$ Odchod za účelem kněžství"
hint_mutator_lazy_workers,"Líní dělníci
Když pokyny vyprší, práce v budovách se zcela zastaví.

Dodatečná výzva pro zkušené hráče."
hint_building_inspection_overtime,"Pokyny jsou zastaralé
Lord-správce nenavštívil tuto výrobnu už tři dny a dělníci nevidí důvod se snažit.

Produktivita klesla o {work_penalty}."
hint_injury_remain_time,"~
Čas do <hint=hint_recovery>zotavení</hint>: {time}"
hint_injury_inflamed_wound_chance,"~
$ S {inflamed_wound_chance}% pravděpodobností může způsobit <hint=hint_inflamed_wound>zanícenou ránu</hint>."
hint_injury_pain_shock_chance,"~
$ S {pain_shock_chance}% pravděpodobností může způsobit <hint=hint_painful_shock>šok z bolesti</hint>."
hint_not_heal,"~
$ Zranění dosud nebylo ošetřeno <hint=hint_resource_med>léčivou mastí</hint>. Existuje možnost nákazy <hint=hint_poisoned>snětí</hint> do: {time}."
hint_inspection_friendly,"Zadané pokyny
Postava obdržela pokyny od lorda a ví, co má dělat v dohledné budoucnosti.

Pokyny vydrží ještě: {time}"
hint_th_inspection_fatigue,"Únava ze správcovství
Pokaždé, když lord zadá pokyny dělníkům ve výrobě, obdrží myšlenku „únava“ za každou navštívenou budovu. Tato myšlenka se může nahromadit s každým uplynulým dnem.

Nejlepší způsob, jak ji zmírnit, je vypít <hint=hint_resource_alcohol>alkohol</hint> nebo <hint=hint_resource_nectar>nektar</hint>."
hint_th_fatigue,"Únava z práce
Pokaždé, když postava pracuje celý den, obdrží myšlenku „únava“. Tato myšlenka se může nahromadit s každým uplynulým dnem.

Nejlepší způsob, jak ji zmírnit, je vypít <hint=hint_resource_alcohol>alkohol</hint> nebo <hint=hint_resource_nectar>nektar</hint>."
hint_th_speach_fatigue,"Únava z komunikace
Pokaždé, když se lord <hint=hint_learning>učí nebo dělá učitele</hint>, <hint=hint_sermon>káže</hint> nebo provádí jiný <hint=hint_action>úkol týkající se komunikace</hint>, obdrží myšlenku „Únava z komunikace“. Tato myšlenka má sklon se hromadit s každým uplynulým dnem.

Nejlepší způsob, jak ji zmírnit, je vypít <hint=hint_resource_alcohol>alkohol</hint> nebo <hint=hint_resource_nectar>nektar</hint>."
hint_th_study_fatigue,"Únava ze znalostí
Pokaždé, když se lord <hint=hint_book_learn>učí</hint> nebo <hint=hint_book_rewrite>přepisuje</hint> knihu, obdrží myšlenku „Únava ze znalostí“. Tato myšlenka má sklon se hromadit s každým uplynulým dnem.

Nejlepší způsob, jak ji zmírnit, je vypít <hint=hint_resource_alcohol>alkohol</hint> nebo <hint=hint_resource_nectar>nektar</hint>."
hint_th_hangover,"Kocovina
Těžká ranní myšlenka po konzumaci velkého množství <hint=hint_alcohol>alkoholu</hint>."
hint_inflamed_wound,"Zanícená rána
<hint=hint_wounds>Zranění</hint> je infikované a vyžaduje ošetření pomocí <hint=hint_resource_med>léčivé masti</hint>. Jinak se infekce může rozvinout ve <hint=hint_poisoned>sněť</hint>!

Začátek sněti: {time}"
hint_blood_poisoning,"Sněť
<hint=hint_wounds>Zranění</hint> je zanícené, což vede k odumírání tkáně a nákaze krve, protože nebylo včas ošetřené pomocí <hint=hint_resource_med>léčivé masti</hint>.

Smrt za: {time}"
hint_fatigue,"Vyčerpání
Lord se zhroutil kvůli únavě a usnul, protože jeho potřeba <hint=hint_need_sleep>spánku</hint> je na nule.

Probudí se za: {time}"
hint_blindness,"Slepota 
<b>Pro lordy:</b> 
$ Postava nemůže číst ani opisovat knihy. Některé další akce jsou rovněž omezené. 
$ <hint=hint_interest>Zájem</hint> o postavu se snižuje o {interest_down}. 
$ Všechny schopnosti se snižují o {skill_down}, ale schopnost <hint=hint_skill_speech>Přesvědčování</hint> se zvyšuje o {skill_up}. 

<b>Pro neurozené postavy:</b> 
$ Vězni neutíkají. 
$ Válečníci nemohou trénovat na cvičišti. 
$ Z rolníků se nestanou pobudové. 

<b>Pro všechny postavy:</b> 
$ Rychlost pohybu se snižuje o {move} %. 
$ Postava nezískává zkušenosti z boje. 
$ <hint=hint_skill_combat>Bojová schopnost</hint> se snižuje na 0."
hint_bruise,"Modřina
Způsobuje <hint=hint_pain>bolest</hint>, ale není to nic vážného.

[hint_injury_remain_time]"
hint_bruise_light,"Malá modřina
Způsobuje mírnou <hint=hint_pain>bolest</hint>.

[hint_injury_remain_time]"
hint_burn_heavy,"Závažné popáleniny
Způsobují nesmírně silnou <hint=hint_pain>bolest</hint>.

[hint_injury_remain_time]"
hint_burn_light,"Malé popáleniny
Způsobují mírnou<hint=hint_pain>bolest</hint>.

[hint_injury_remain_time]"
hint_burn_middle,"Střední popáleniny
Způsobují výraznou<hint=hint_pain>bolest</hint>.

[hint_injury_remain_time]"
hint_light_cut,"Drobné řezné rány
<hint=hint_wounds>Zranění</hint> z řezné rány.

$ Způsobuje <hint=hint_pain>bolest</hint>.
 
[hint_injury_remain_time]"
hint_pierced_arm,"Probodnutá ruka
<hint=hint_wounds>Zranění</hint> od šípu.

$ Způsobuje <hint=hint_pain>bolest</hint>.
 
[hint_injury_remain_time]"
hint_pierced_shoulder,"Probodnuté rameno
<hint=hint_wounds>Zranění od šípu</hint>.

$ Způsobuje <hint=hint_pain>bolest</hint>.
 
[hint_injury_remain_time]"
hint_pierced_leg,"Probodnutá noha
<hint=hint_wounds>Zranění od šípu</hint>.

$ Způsobuje <hint=hint_pain>bolest</hint>.
 
[hint_injury_remain_time]"
hint_pierced_lung,"Probodnutá plíce
<hint=hint_wounds>Zranění od šípu</hint>.

$ Způsobuje <hint=hint_pain>bolest</hint>.
 
[hint_injury_remain_time]"
hint_cut,"Řezná rána
Drobné <hint=hint_wounds>zranění</hint>

$ Způsobuje <hint=hint_pain>bolest</hint>.
 $ Po vyléčení zanechá <hint=hint_scars>jizvu</hint>.

[hint_injury_remain_time]"
hint_cut_down,"Useknutí hlavy
Je to velmi vážná věc."
hint_deep_wound,"Hluboké zranění
Nebezpečné <hint=hint_wounds>zranění</hint>.

$ Způsobuje velmi silnou <hint=hint_pain>bolest</hint>.
$ Po vyléčení zanechá 3 <hint=hint_scars>jizvy</hint>.
[hint_injury_inflamed_wound_chance]
[hint_injury_pain_shock_chance]
 
[hint_injury_remain_time]"
hint_loss_of_hand,"Ztráta ruky
Nebezpečné <hint=hint_wounds>zranění</hint> s celoživotními následky.

$ Způsobuje velmi silnou <hint=hint_pain>bolest</hint>.
$ <hint=hint_skill_combat>Schopnost</hint> Boj se snižuje o 50 %.
$ Postava nemůže vykonávat fyzickou práci.
$ Postava nemůže používat štít.
$ Když postava přijde o obě ruce, nebude moct používat zbraně.
[hint_injury_inflamed_wound_chance]
[hint_injury_pain_shock_chance]"
hint_injury_arm,"Zlomenina paže
$ Způsobuje velmi silnou <hint=hint_pain>bolest</hint>.
$ Limituje používání zbraní.
[hint_injury_inflamed_wound_chance]
[hint_injury_pain_shock_chance]

[hint_injury_remain_time]"
hint_injury_face,"Zranění obličeje
Bolestivé zranění, ale neohrožuje na životě.

$ Způsobuje velmi silnou <hint=hint_pain>bolest</hint>.
$ Po vyléčení zanechá 5 <hint=hint_scars>jizev</hint>.
[hint_injury_pain_shock_chance]

[hint_injury_remain_time]"
hint_injury_leg,"Zlomenina nohy
$ Způsobuje velmi silnou <hint=hint_pain>bolest</hint>.
$ Zpomaluje pohyb postavy.
[hint_injury_inflamed_wound_chance]
[hint_injury_pain_shock_chance]

[hint_injury_remain_time]"
hint_injury_rib,"Zlomenina žebra
<hint=hint_pain>Bolestivé</hint> zranění, ale neohrožuje na životě.
[hint_injury_pain_shock_chance]

[hint_injury_remain_time]"
hint_loss_of_eye,"Ztráta oka
Nebezpečné <hint=hint_wounds>zranění</hint> s celoživotními následky.

$ Způsobuje závažnou <hint=hint_pain>bolest</hint>.
$ Snižuje <hint=hint_skill_combat>bojovou schopnost</hint>.
[hint_injury_inflamed_wound_chance]
[hint_injury_pain_shock_chance]"
hint_immobilization,"Nehybnost
Postava se nemůže hýbat.
{optional_reasons_list}"
hint_exhalation,"Vychrtlost
Postava je zesláblá hladem. Někdo ji musí nakrmit a zachránit ji tak před smrtí.
 
Smrt za: {time}"
hint_dead,"Smrt
Odpočívej v pokoji."
hint_mortal_wound,"Smrtelné zranění
Není šance na přežití."
hint_leprosy,"Malomocenství
Příčiny výskytu nejsou jasně známé, ale tato nemoc není nakažlivá.

Charakterizují ji strašlivé <hint=hint_scars>jizvy</hint> na obličeji."
hint_painful_shock,"Šok z bolesti
Postava ztratila vědomí po vážném zranění.

Přijde k sobě za: {time}"
hint_drunk,"Opilost
Postava se napila alkoholu a je v náladě. Ale pokud bude <hint=hint_unhappy>nešťastná</hint>, může pití propadnout, což povede k otravě a zvýšené pravděpodobnosti toho, že rozpoutá opileckou rvačku a nakonec ztratí vědomí.

Přejde za: {time}"
hint_drugged,"Otrava nektarem
Postava je pod vlivem <hint=hint_resource_nectar>nektaru</hint>.

[hint_nectar_action]
 
Příčina: Spotřebovaný nektar: {number}

Přejde za: {time}"
hint_alcoholism,"Závislost na alkoholu
Nemoc, kterou způsobuje konzumace <hint=hint_alcohol>alkoholu</hint>.

Postava si vyvine silnou touhu po alkoholu, který potřebuje každý den.

Tu doprovází negativní <hint=hint_thought>myšlenka</hint>, která se zesiluje každý den, dokud se postava nenapije.

Pokud dojde k <hint=hint_tantrum>nervovému zhroucení</hint>, bude existovat malá šance, že se postava rozhodne tohoto zlozvyku zbavit.

Dalším způsobem, jak se vypořádat s alkoholismem, je omezit postavě spotřebu alkoholu v nabídce Dynastie a doufat, že ji závislost za pár dnů přejde."
hint_addict,"Závislý na nektaru
Postava, která je závislá na konzumaci <hint=hint_resource_nectar>nektaru</hint> a je běžně pod jeho <hint=hint_nectar_action>vlivem</hint>.

<img=hint_addict></img>

Závislé lze poznat podle pásky přes oči, neboť se u nich projevuje silná citlivost na světlo.

<b>Boj se závislostí:</b>
$ Pokud se závislý lord <hint=hint_tantrum>nervově zhroutí</hint>, bude existovat malá šance, že se postava rozhodne tohoto škodlivého zvyku zbavit.
$ Dalším způsobem, jak se může lord se závislostí vypořádat, je omezit mu spotřebu nektaru v nabídce Dynastie a doufat, že ho závislost za pár dnů přejde."
hint_depression,"Deprese
Lord prožívá hlubokou depresi, a pokud se jeho nálada nezlepší, <hint=hint_tantrum>nervově se zhroutí</hint> za {time}."
hint_infertility,"Menopauza
Znemožňuje těhotenství."
hint_criminal_list,"Zločiny
Postava spáchala následující <hint=hint_crime>zločiny</hint>:
{list}

 Důkazy se ztratí za: {time}"
hint_poison_attempt,"Pokus o otravu
Postava se pokusila otrávit jinou postavu, ale neúspěšně.

Oběť: {soul_uuid_victim}"
hint_burglary,"Pokus o vloupání
Postava se pokusila vloupat do cizího domu a ukrást cennosti.

Oběť: {soul_uuid_victim}"
hint_character_attack,"Útok na lorda
Postava zaútočila na jednoho člena tvé šlechtické rodiny.

Oběť: {soul_uuid_victim}"
hint_deadly_fight,"Zabití ve rvačce
Postava se přestala ovládat během vyhroceného okamžiku.

Oběť: {soul_uuid_victim}"
hint_fight_with_king,"Rvačka s panovníkem
Postava monarchy je nedotknutelná.

Oběť: {soul_uuid_victim}"
hint_murder,"Vražda
Postava někoho úmyslně zabila.

Oběť: {soul_uuid_victim}"
hint_murder_of_aristocrat,"Vražda lorda
Postava spáchala brutální vraždu.

Oběť: {soul_uuid_victim}"
hint_night_murder,"Noční atentát
Postava se v noci vloupala do domu oběti, aby ji zabila.

Oběť: {soul_uuid_victim}"
hint_night_murder_attempt,[hint_night_murder]
