Key,TraditionalChinese
hint_makha_xenophobia,"瑪哈人的排外情結
塔納雅人虛偽狡詐，一心伺機背刺他人；曾由瑪哈人燃起的文明之火幾近熄滅，塔納雅人為罪魁禍首。

$瑪哈人心有不滿時便會攻擊塔納雅人。"
hint_makha_production,"瑪哈人的傳統技能
瑪哈人數世紀以來確實打造了諾蘭德世界最優秀的工具與藥劑，而他們家族的不傳之祕使他們成為工作坊、釀酒廠和煉金術的優秀工人。"
hint_makha_knowledge,"瑪哈人的知識
許多著述智力發展、貿易、蜜露處方和此族知名麥酒的配方的書籍皆以瑪哈語寫成。"
hint_varns_views,"瓦恩人的價值觀
瓦恩人會因君王久未攻擊外部城鎮與村落而開心。"
hint_varns_xenophobia,"瓦恩人的排外情結
凱登人曾與瓦恩人稱兄道弟，後為了帝國金幣與廉價珠寶出賣了他們的舊神並將瓦恩人驅逐出先祖之地。

$瓦恩人心有不滿時便會攻擊凱登人。"
hint_varns_production,"瓦恩人的傳統技能
瓦恩人熟知與自然的共處之道，故培育出許多美味食材。他們自幼熟悉種植傳統洋蕪菁、採集森林藥草和飼育豬隻。"
hint_varns_knowledge,"瓦恩人的知識
以瓦恩語編匯而成的知識重心為烹調、耕作、資源採集和延年益壽。"
hint_bld_patrol_sign_day,"日間巡邏
標示出日間<hint=hint_persons_guard>巡邏</hint>區域。

在囚犯工作的生產設施附近放置巡邏旗預防囚犯逃跑，還有伐木工和採藥人的工作場所也要放置，以防遭受食肉狼攻擊。

你的戰士當中的衛兵會在<b>日間</b>自動開始巡邏。"
hint_display_event_village_tribute,"他們帶來了貢金
{village_name}的村長帶了貢金來，他現在即將把貢金送至你的倉庫。
{optional_resources}"
hint_inventroy_container,"盒子
{resources}"
hint_clerk_button_unavailable_by_limit,"無法進行
官邸僅可服務 {limit} 座生產建築。"
hint_nt_culture_approve,"贊同
文化族群贊同君王的行動。"
hint_action_wise_talk,"睿智對談
如果談話的人物可以與彼此分享對方尚不知道的知識，就會發生睿智對談。

<b>知識轉移基本機率</b>
$ 初等知識（灰）：{var_1}
$中等知識（綠）：{var_2}
$高等知識（紫）：{var_3}

<b>另外：</b>
$ 每一點<hint=hint_skill_teaching>教育</hint>經驗值會讓分享經驗的機率 +{percentage}%。
$ 「啟迪者」天賦會讓這種機率增加 {enlighter_plus}%。
$ 如人物為長者，機率將增加 {old_plus}%。

<b>提示：</b>可邀請（或綁架）其他城邦的友善人物前來以獲得珍貴知識，例如其他文化的知識。"
hint_wise_talk_unavailable_by_opinion,"無法進行
{soul_uuid_1}對{soul_uuid_2}評價低下。
目前：{opinion}
要求：{threshold}"
hint_unavailable_senility,"此人物精神失常
此人物目前處於失常狀態，無法執行此動作。"
hint_unavailable_to_senility,"此人物精神失常
此人物目前處於失常狀態，無法執行此動作。"
hint_cant_add_to_army_senility,"老糊塗
此戰士目前神智不清。"
hint_nt_senility_begin,"老年癡呆
此人物陷入老年癡呆狀態，心神喪失中。

該人物將持續這種狀態直到離開這個世界。"
hint_nt_mine_limit_reached,"存量枯竭
以礦場目前深度，所有鐵存量已耗盡。

將礦場升級，取得更多存量。"
hint_nt_mine_limit_soon,"存量偏低
以礦場目前深度，鐵存量已近乎枯竭。

將礦場升級，在可用鐵礦用盡前取得更多存量。

<b>提示：</b>點選礦場查看剩餘鐵礦量，也可在<hint=hint_statistic_menu>「統計」選單</hint>中查看。"
hint_nt_fetility_loss_from_tree,"土壤退化
由於砍伐森林，整片領土的土壤肥沃度已下降，如你持續砍伐樹木，土壤肥沃度會越加惡化。
接下來，莊稼和森林中採集的藥草會欠收。

在目前的樹木旁種植新樹，只要預防皆伐，森林就會復原。

<b>提示：</b>目前的土壤肥沃度可於<hint=hint_statistic_menu>「統計」選單</hint>中查看。"
hint_trade_agreements_window,"對外貿易選單
這裡顯示所有與鄰邦締結的貿易合約，每日更新。

可手動履行任何合約或自動履行。

貿易進行時，會派遣一名自由的庶民出入你的城邦（此舉不需任何<hint=hint_resource_paper>紙</hint>）。"
hint_trade_agreements_results,"對外貿易報告
本日的貿易結餘如下：
{optional_stack_balance}

你的貿易夥伴已增加了他們的預算與人口。"
hint_trade_dynamic_prices,"市場飽和度
每一次銷售產品，此產品的市場飽和度就會上升，如數值維持在<hint=hint_market_volume>當地需求</hint>門檻值以下，價格將不會改變；然而，一旦市場飽和度超過當地需求門檻值，價格將開始跌落，使得你的貨物價值下降。

隨著人口逐漸耗盡出口資源，市場飽和度會穩定下降，此過程顯現在各產品的<b>日消耗</b>值上。"
hint_market_volume,"當地需求量
此特殊指標顯示出各產品在價格不下降的情況下，市場可吸收的數量。

<img=hint_market_volume></img>

如果你的資源銷售量超過當地需求，市場將過度飽和，價格即會跌落。

加入<hint=hint_tutorial_states>州省</hint>可<hint=hint_market_volume_bonus>增加</hint>當地需求量"
hint_building_stores,"建築內的倉庫
工人早上會從城鎮的倉庫帶走生產所需的資源，晚上再帶回製成的產品。其他工人無法取用存放於建築內的倉庫資源。

因此，當天生產的資源只能等晚上他們運送至城鎮的倉庫時才能取用。

按下指定建築內的按鍵即可立即將生產出的資源送至城鎮倉庫。"
hint_market_volume_bonus,"增加當地需求量
當你的領土為<hint=hint_tutorial_states>州省</hint>之一——屬於附庸國或自由城邦聯盟時，所有貨物的<hint=hint_market_volume>當地需求量</hint>指標會相應增加。

需求量會根據屬州所有省邦的總人口大小而增加。"
hint_nt_prophecy_soon,"災難臨頭！
根據教會預言，你的土地將在幾天後受到下列災難襲擊：

{optional_prophecy_text}"
hint_prophecy_wolf_attack,"食肉狼來襲
<hint=hint_fleshwolf>食肉狼</hint>將在人類感知不到的月光驅使下群起癲狂，成群結隊獵捕人類。
$ {size} 隻的食肉狼將襲擊你的城邦中心大開殺戒。"
hint_prophecy_bandits_capm,"逃兵流寇
持久的內戰將導致大群的逃兵流寇出現，他們視你的領地為良好棲息地。
$從世界地圖上看，你的城邦附近將出現一大群由 {size_1}~{size_2} 老戰士組成的劫匪。"
hint_prophecy_fields_sick_one,"農作物病蟲害
{type}將受到一種會摧毀農作物的寄生菌感染。
$所有種有這種農作物的田地將會歉收 {duration_days} 天。
$在此期間<hint=hint_holy_caravan>聖商隊</hint>的作物價格將會漲到 {price_factor} 倍高。"
hint_prophecy_cholera_epidemy,"天花疫情
聖母索菲亞震怒於你的子民犯下多起罪孽，很快她將會讓你大禍臨頭。
$ 為期 {duration_days} 天內，你的城邦內的每位居民每天將有 {sick_chance}% 的機率感染到致命疾病。
$ 天花得以用<hint=hint_resource_med>治療藥膏</hint>治療，但可能導致眼盲與留下可怕疤痕。"
hint_prophecy_xenophoby,"排外暴動
你的{culture}子民之中開始流傳如此謠言：他們歧視的{culture_target}文化居民施展了黑魔法且盜竊了他們的孩童。
$為期 {duration_days} 天內，{culture}人將會在街上攻擊{culture_target}人。
$<hint=hint_persons_guard>巡邏</hint>衛兵將保護攻擊中的受害者。"
hint_prophecy_crocks_wave,"流民來襲
鄰邦的大量災害將導致大群窮困潦倒的庶民決定成為流民與刺客。
$為期 {duration_days} 天，所有即將到來的移民都將成為<hint=hint_persons_criminal>流民</hint>或<hint=hint_persons_cuthroat>刺客</hint>。"
hint_prophecy_fanatics_wave,"黃潮信徒
一支堅信飲下<hint=hint_resource_nectar>蜜露</hint>能使他們更靠近聖索菲亞的奇異教派在前據點受到驅趕後，決定搬遷至你的城邦。
$為期 {duration_days} 天內，每天有 {size_1}~{size_2} 名<hint=hint_addict>蜜露成癮</hint>的<hint=hint_persons_fanatic>狂熱信徒</hint>將湧進你的城邦。
$而且他們所有人都是來自{culture}文化。"
hint_prophecy_fields_sick_all,"飢荒之日
一場病蟲害將侵蝕所有農作物，導致飢荒數日。
$所有田地將欠收 {duration_days} 天。
$<hint=hint_resource_rye>麥子</hint>、<hint=hint_resource_rutabaga>洋蕪菁</hint>與<hint=hint_resource_hop>啤酒花</hint>的價格將上漲 {price_factor} 倍。"
hint_prophecy_tree_bug,"蛀木蟲
你領地內的樹木將長滿蛀木蟲，牠們會快速啃食木頭直到無法利用。
$為期 {duration_days} 天內，伐木工將以降低 {wood_decrease} 倍的速度砍伐<hint=hint_resource_wood>木材</hint>。
$<hint=hint_holy_caravan>聖商隊</hint>的木材價格將上漲 {price_factor} 倍。"
hint_prophecy_rats_invasion,"鼠患來襲
一大群老鼠將棲於你的倉庫，你的食物補給品將每天受到啃食。
$為期 {duration_days} 天內，<hint=hint_resource_rye>麥子</hint>、<hint=hint_resource_rutabaga>洋蕪菁</hint>、<hint=hint_resource_hop>啤酒花</hint>、<hint=hint_resource_food>麵粉</hint>和<hint=hint_resource_meat>肉品</hint>將會每天受損 {size_1}~{size_2}%。
$<hint=hint_holy_caravan>聖商隊</hint>的這些資源價格將會上漲{price_factor}倍。"
hint_nt_unknown_prophecy,"謠言紛飛
謠傳教會的預言者警告城鎮將在未來數日受到災難襲擊。

由於與國母關係不佳，你沒有機會得知是何種災難。"
hint_display_event_market_depth_increased,"所有貨物的當地需求量已上揚
你所屬的<hint=hint_tutorial_states>州省</hint>已於近日擴展，表示<hint=hint_market_volume>當地需求量</hint>已因新領地的居民而上揚。"
hint_nt_culture_approve_gwelts,"獲得凱登人贊同
你的凱登子民很開心他們的君王並非懦夫，且於戰役中取得榮耀，這符合了<hint=hint_kaiden_views>他們的價值觀</hint>。"
hint_nt_culture_approve_tanaya,"獲得塔納雅人贊同
你的塔納雅子民很開心你的君王透過密謀與不法勾當影響了鄰近勢力。這符合了<hint=hint_tanaya_views>他們的價值觀</hint>和他們對真實政治的理想。"
hint_nt_culture_approve_makha,"獲得瑪哈人贊同
你的瑪哈子民見到你從與鄰邦的貿易中得利，感到十分滿意，這符合了<hint=hint_makha_views>他們的價值觀</hint>。"
hint_nt_culture_approve_voruns,"獲得瓦恩人贊同
你的<hint=hint_culture_voruns>瓦恩</hint>子民對於你的君王不與鄰邦起衝突且追求和平政策感到十分滿意。這符合了<hint=hint_varns_views>他們的價值觀</hint>。"
hint_nt_culture_terror_approve,"贊同恐怖行動
你的{culture}子民對於你決定施行鎮壓{culture_2}感到十分滿意，因在他們觀念中，「這個世界沒有那些骯髒的洋蕪菁啃食者會更好」。"
hint_building_terror_culture,"對於{culture}的恐懼
劊子手開始抓捕{culture}人上<hint=hint_bld_scafod>行刑台</hint>並予以懲戒。

$此舉將阻止該文化族群移民到你的省邦長達好幾天。
$ 每位受懲罰人物的 3 名來自{culture}族群的相關者將獲得負面想法。
${culture_2}人的子民將樂見於對{culture}的鎮壓。"
hint_action_task_sick_visit,"探視患者
此人物將前往探視患者並予以撫慰。"
hint_action_task_sick_visit_context,"探視患者
{soul_uuid_1}將前往探視重病的{soul_uuid_2}並予以撫慰。

<b>行動結果：</b>
{soul_uuid_2}的心情：{moral_change_1}"
hint_building_terror_fanatics,"狂熱信徒間的恐怖
劊子手被指派對狂熱信徒散播恐懼後，他們會抓捕<hint=hint_persons_fanatic>狂熱信徒</hint>到<hint=hint_bld_scafod>行刑台</hint>以指定責罰予以懲戒。

效果：
$由於安全感蕩然無存，所有庶民產生強烈的負面<hint=hint_thought>想法</hint>。
$不滿的<hint=hint_persons_peasant>庶民</hint>不會成為<hint=hint_persons_criminal>流民</hint>，流民不會成為刺客。"
hint_building_terror_no,"恐怖
未施行恐怖手段。劊子手的抓捕行動正確，只責罰真正的罪犯。"
hint_unavailable_knowledge_interaction_blind,"無法進行
此人物患有<hint=hint_blindness>盲疾</hint>，因此無法與書本產生互動。"
hint_nt_old_age_begin,"年長
此人物已變得<hint=hint_oldman>衰老</hint>"
hint_nt_contrband_begin,"投機者
因為你的某些商品市價比<hint=hint_holy_caravan>聖商隊</hint>的還低，一些見錢眼開的<hint=hint_persons_criminal>流民</hint>正在掃光你的貨賣到其他地方。

除了你當地的人，此機會也吸引了鄰邦的流民前來你的城邦投機買賣。

<b>提示：</b>你可以提高價格到跟商隊同價，或是透過<hint=hint_terror_peasants>恐怖</hint>手段與流民戰鬥。"
hint_finance_contraband_possible,"投機買賣
把你的價格設得比<hint=hint_holy_caravan>聖商隊</hint>的市價低可能導致城邦中出現<hint=hint_nt_contrband_begin>投機者</hint>。"
hint_mutator_no_prophecy,"無災無難
從特定時間開始，各種災難例如罪犯入侵、農作物歉收或疾病肆虐會襲擊你的領土。

此變數可關閉災難事項。"
hint_wise_talk_unavailable_by_knowledge,"無法進行
此人物無知識可供交換。"
hint_part_of_nature_trader,"商人
此人物負責領地內的貿易行為，故所有貿易協議都將由他執行，並根據他的<hint=hint_skill_negotiations>貿易</hint>能力計算執行。

<b>提示：</b>如果該商人變成了你的統治者的<hint=hint_encyclopedia_puppets>傀儡</hint>，他將會給你打折扣（他的貿易能力將被視作 1）！"
hint_display_event_forest_bandits_will_attack_soon,"林中劫匪計劃襲擊
你聽到謠言說來自你領地的林中劫匪打算在這一兩天前來打劫。

他們的目標可能是你的城邦或是附近村落。

$你可以召集一支軍隊先對他們營地發起攻擊。
$你也可以賄賂對方（在世界地圖上的劫匪營地中操作）使自己耳根清淨一些時間。"
