Key,Deutsch
hint_persons_slave,"Gefangene
Gefangene sind in der Schlacht gefangen genommene Krieger oder ehemalige <hint=hint_persons_criminal>Vagabunden</hint>, die für ihre Verbrechen bestraft wurden. Sie benötigen spezielle Behandlung.

<img=hint_persons_slave></img>

$ Gefangene arbeiten 3 Stunden länger als freie Bauern, weshalb die Produktivität gesteigert wird.
$ Sie müssen nicht in <hint=hint_resource_gold>Gold</hint> bezahlt werden. Lege ihre Verbrauchsgrenzen im <hint=hint_finance_menu>Finanzmenü</hint> fest.
$ Gefangene leben in <hint=hint_bld_slaves_barrack>Kerkern</hint>. Das Wissen über die <b>Verwahrung von Gefangenen</b> wird für deren Bau benötigt.
$ Gefangene, vor allem die unzufriedenen, wagen manchmal Fluchtversuche. Platziere <hint=hint_persons_guard>Patrouillen</hint> in der Nähe der Kerker und ihrer Arbeitsplätze.
$ <hint=hint_slave_happines>Unzufriedene</hint> Gefangene können einen <hint=hint_slave_riot>Aufstand</hint> anzetteln.
$ Ein befreiter Gefangener erfreut sich an seiner Freiheit und wird möglicherweise zu einem tapferen Krieger."
hint_slave_price,
hint_persons_peasant,"Bauern
Die Hauptklasse der Bevölkerung von Norland. Sie können für Produktionsaufgaben herangezogen werden, wenn sie dafür <hint=hint_salary>Löhne</hint> erhalten. Außerdem können sie für die <hint=hint_persons_warriors>Krieger</hint>-Klasse rekrutiert werden.

<img=hint_persons_peasant></img>

$ Bauern <hint=hint_migration>wandern regelmäßig zu</hint> oder verlassen die Stadt auf der Basis ihrer <hint=hint_mood>Laune</hint>.
$ Manche von ihnen werden zu <hint=hint_persons_criminal>Vagabunden</hint> oder schließen sich den <hint=hint_persons_forest_bandits>Waldbanditen</hint> an.
$ Wenn du mehr über deine Bauern erfahren möchtest, kannst du ganz einfach die Maus im <hint=hint_statistic_menu>Statistikmenü</hint> über das entsprechende Symbol links oben auf deinem Bildschirm bewegen."
hint_persons_guest,"Gäste
[hint_tutorial_guest]"
hint_persons_guard,"Patrouillen
Du kannst Patrouillen <hint=hint_persons_warriors>Krieger</hint> zuweisen, indem du Tag- und Nacht-<hint=hint_bld_patrol_sign>Patrouillenbanner</hint> aus dem Baumenü (Armee-Untermenü) platzierst.

<img=hint_persons_guard></img>

$ Jedes Patrouillenbanner verfügt über einen Patrouillenbereich, in dem Wachen auf Streife gehen.
$ Nachtpatrouillen schützen Lagerhäuser und Häuser vor verbrecherischen <hint=hint_persons_criminal>Vagabunden</hint> und bewachen Gefangene in den Kerkern.
$ Tagpatrouillen hindern <hint=hint_persons_slave>Gefangene</hint> an der Flucht aus Produktionsstätten und schützen Arbeiter vor <hint=hint_fleshwolf>Säbelzahnwolf</hint>-Angriffen.
$ Wachen ermüden durch diese Tätigkeit, weshalb sich ihre <hint=hint_sodiers_happiness>Laune</hint> verschlechtert, wenn sie mehr Patrouillen verrichten müssen (was vor einer Schlacht von Bedeutung sein kann).
$ Die rekrutierten Krieger wechseln sich automatisch mit dem Wachdienst ab."
hint_persons_warriors,"Krieger
Rekrutierte Kämpfer, die zu <hint=hint_army>Kampftrupps</hint> zusammengefasst oder als <hint=hint_persons_guard>Wachen</hint> zugewiesen werden können.

Sie haben eine <hint=hint_skill_combat>Kampf</hint>fähigkeit, die sie in der Schlacht oder am <hint=hint_bld_training_ground>Übungsgelände</hint> verbessern können.

Du kannst Krieger aus den Reihen deiner Bauern oder Gefangenen rekrutieren oder gegen Gold erfahrenere <hint=hint_persons_merc>Söldner</hint> anheuern."
hint_persons_unarmed,"Unbewaffnet
Diese Person kann keine Waffen benutzen. Wenn sie angegriffen wird, verteidigt sie sich mit ihren Fäusten."
hint_persons_militia,"Miliz
Kürzlich eingezogene Bauern und Gefangene.

$ Sie besitzen nur minimale <hint=hint_skill_combat>Kampf</hint>fähigkeiten.
$ Anfangs haben sie große Angst vor dem Kampf, was sich negativ auf ihre Widerstandsfähigkeit im Kampf auswirkt. Die Angst geht jedoch mit der Zeit zurück.
$ Befreite Gefangene kompensieren diese Angst mit der Freude über ihre Befreiung."
hint_persons_merc,"Söldner
Typischerweise besitzen Söldner eine hohe <hint=hint_skill_combat>Kampf</hint>fähigkeit und haben im Kampf keine Todesangst.

$ Du kannst sie im Armeemenü gegen Gold anheuern, doch es wird dauern, bis sie in deiner Siedlung angekommen sind.
$ Söldner treffen ohne Waffen bei dir ein, du musst die nötigen Waffen und Rüstungsgegenstände also bei der Heiligen Karawane kaufen (oder sie selbst produzieren)."
hint_persons_faceless,"Kämpfer der Unheiligen Horde
Sie tragen keine Rüstung und sind mit einer Axt bewaffnet. Sie fürchten nichts und niemanden."
hint_persons_builder,"Bauarbeiter
Bauarbeiter errichten Gebäude.
Du kannst sie in der <hint=hint_bld_castle>Halle</hint> oder bei einem <hint=hint_bld_store>Lagerhaus</hint> anheuern."
hint_persons_criminal,"Vagabunden
Unzufriedene, arbeitslose Bauern können deine Stadt entweder verlassen oder zu Vagabunden werden und sich <hint=hint_crime>Verbrechen</hint> zuwenden.

<img=hint_persons_criminal></img>

Vagabunden stehlen Mehl aus Lagerhäusern, rauben Bürger in den Straßen aus und brechen sogar in die Häuser anderer Bauern ein. Nach einigen Tagen können sie zu <hint=hint_persons_cuthroat>Handlangern</hint> werden.

Verbrechensbekämpfung:
$ Setze <hint=hint_persons_guard>Wachen</hint> ein, um deine Siedlung zu schützen.
$ Baue <hint=hint_bld_scafod>Schafotte</hint>, um Verbrecher zu bestrafen.
$ <hint=hint_terror>Terrorisiere</hint> die Bevölkerung, um deren Furcht in Gehorsam umzumünzen.
$ ... Oder verhindere ganz einfach, dass Bauern <hint=hint_nt_unhappy>unzufrieden</hint> sind."
hint_persons_fanatic,"Fanatiker
Diese Personen sind in erster Linie <hint=hint_sofia_cult>Mutter Sophia</hint> ergeben. Jeder kann zu einem Fanatiker werden.

<img=hint_persons_fanatic></img>

$ Fanatiker haben einen konstanten positiven <hint=hint_thought>Gedanken</hint> und erfahren Vergnügen durch <hint=hint_pain>Schmerz</hint>, da sie es als ein Mittel der Vereinigung mit <hint=hint_sofia_cult>Mutter Sophia</hint> sehen.
$ Fanatiker können einen <hint=hint_pogrom>Aufstand</hint> anzetteln, wenn sie längere Zeit unzufrieden sind. Sie können auch vom Bischof instrumentalisiert werden.
$ Bauern-Fanatiker werden sich freiwillig für den Armeedienst melden, wenn der König einen <hint=hint_action_task_canonization>Segen</hint> erhält.
$ Fanatiker sind verärgert, wenn es in der Stadt zu wenige <hint=hint_bld_temple>Tempel</hint> gibt.
$ Sie leiden doppelt so stark unter <hint=hint_sin>Sünden</hint> und haben außerdem eine starke Abneigung gegenüber <hint=hint_persons_agnostic>Agnostikern</hint>.

<b>Tipp:</b> Reduziere die Anzahl der Fanatiker und lasse <hint=hint_sermon>Predigten</hint> im Tempel abhalten."
hint_persons_agnostic,"Agnostiker
Es besteht eine höhere Chance für <hint=hint_happy>zufriedene</hint> Personen und jene, die einer <hint=hint_sermon_agnostic>Predigt des Zweifels</hint> im Tempel beigewohnt haben, selbst zu Agnostikern zu werden.

<img=hint_persons_agnostic></img>

$ Agnostiker haben einen konstanten negativen <hint=hint_thought>Gedanken</hint>.
$ Negative Gedanken durch <hint=hint_sin>Sünden</hint> verschwinden dreimal so schnell, weshalb Agnostiker eher dafür geeignet sind, zweifelhafte Aktionen auf der Weltkarte durchzuführen.
$ Agnostiker werden von <hint=hint_bishop>Bischöfen</hint> verachtet und haben eine starke Abneigung gegenüber <hint=hint_persons_fanatic>Fanatikern</hint>, die auf Gegenseitigkeit beruht.

<b>Tipp:</b> Führe <hint=hint_sermon>Predigten</hint> in Tempeln durch, um die Zahl der Agnostiker zu regulieren."
hint_persons_executer,"Scharfrichter
Arbeiter in den <hint=hint_bld_scafod>Schafott</hint>-Gebäuden.

$<hint=hint_punish>Bestrafen</hint> <hint=hint_crimer>Verbrecher</hint> 
$ In der übrigen Zeit – oder falls es keine Verbrecher gibt – schüchtern Scharfrichter <hint=hint_persons_criminal>Vagabunden</hint> ein und verhindern dadurch deren kriminelle Absichten für den nächsten Tag."
hint_persons_servant,"Diener
Arbeiter in der <hint=hint_bld_castle>Halle</hint>, die in ihrer Gesamtheit die Dienerschaft der Lords bilden.

Sie bereiten Nahrung zu und servieren diese in der Halle, verteilen Nahrung an die <hint=hint_bld_noble_house>Häuser der Lords</hint> und so weiter.

Sie werden aus den Reihen der <hint=hint_persons_peasant>Bauern</hint> angeheuert."
hint_persons_king,"König
Das Oberhaupt deines <hint=hint_noble_house>Adelsgeschlechts</hint>. Trägt eine goldene Krone.

<img=hint_persons_king></img>

$ Nur der König kann <hint=hint_action_task_reward>belohnen</hint>, <hint=hint_action_task_threat>drohen</hint> und andere Spezialaktionen durchführen, deren Effektivität von den persönlichen Fähigkeiten abhängt.
$ <hint=hint_resource_rune>Heilige Ringe</hint>, die im Inventar des Königs aufbewahrt werden, befinden sich in seinem Besitz. Wenn du also Ringe von der Karawane kaufst, sie für Freie Lords aufwendest oder sie als Tribut zahlst, werden sie im Inventar des Königs hinzugefügt oder entfernt.
$ Die Beziehungen zwischen Königen verschiedener Adelsfamilien entscheiden direkt über die diplomatischen Beziehungen zwischen zwei Königreichen.
$ Wenn du einen Boten in andere Siedlungen entsendest, wird die Botschaft im Namen deines Königs verschickt. Die Effektivität der Nachricht hängt daher von den Fähigkeiten deines Königs ab.
$ Eine besonders wichtige Fähigkeit für den König ist <hint=hint_skill_speech>Redekunst</hint>. Achte darauf, wenn du deinen Erben großziehst.
$ Andere Könige haben etwas dagegen, dass Frauen den Thron besteigen. Außerdem kann eine Königin nicht offiziell heiraten (da die Braut in Nordland automatisch in die Familie des Bräutigams aufgenommen wird). Auf der anderen Seite kann eine Königin Könige durch Verführung manipulieren, wenn ihre <hint=hint_skill_manners>Manieren</hint> gut sind."
hint_persons_priest,"Priester
Ein Arbeiter im Tempel und Angehöriger des niedrigsten Klerus der <hint=hint_sofia_cult>Heiligen Familie</hint>.

Hält <hint=hint_wedding>Hochzeiten</hint> und <hint=hint_funeral>Begräbnisse</hint> ab. Besucht die <hint=hint_sick>Kranken</hint> und wohnt Geburten bei.

Wird aus den Reihen der <hint=hint_persons_peasant>Bauern</hint> angeheuert."
hint_persons_mitraya,"Mithräer
Ergebene Diener der <hint=hint_sofia_cult>Kirche der Mutter Sophia</hint>, die hauptsächlich im Stein des Glaubens wohnen.

Sie dienen als Kleriker,<hint=hint_holy_caravan>Karawaniere</hint> und <hint=hint_inquisitors>Inquisitoren</hint>.

Mithräer sind typischerweise Lords, die ihrer ehemaligen <hint=hint_noble_house>Adelsfamilie</hint> entsagt haben."
hint_persons_children_sofia,"Kinder der Sophia
Die höchsten Mitglieder der Kirche der Mutter Sophia, die sämtliche Entscheidungen treffen. Sie verlassen den <hint=hint_faith_stone>Stein des Glaubens</hint> niemals.

Die fünf Kinder bilden insgesamt die <hint=hint_synode>Heilige Synode</hint>."
hint_persons_forest_bandits,"Waldbanditen
Wenn ein unzufriedener <hint=hint_persons_peasant>Bauer</hint> die Stadt verlässt, kann er entweder in ein anderes Königreich ziehen oder sich den lokalen Waldbanditen anschließen, die in einem Lager in der Nähe hausen.

<img=hint_persons_forest_bandits></img>

Wenn das Banditenlager eine bestimmte Größe erreicht, erscheint es auf der Karte.

$ Waldbanditen überfallen deine Dörfer und benachbarte Dörfer.
$ Wenn ihre Zahl wächst, können die Banditen auch deine Hauptsiedlung angreifen und plündern.
$ Es gibt Möglichkeiten zur vorteilhaften Interaktion mit dem Lager, dies könnte jedoch von deinen Nachbarn nicht gut aufgenommen werden."
hint_person_invalids,"Außer Gefecht
Diese Personen können sich aufgrund von Krankheiten oder Verletzungen nicht bewegen oder arbeiten."
hint_persons_bastard,"Bastarde
Diese Personen aus dem Stand der Lords sind zwar Kinder von Lords, aber außerhalb der offiziellen Ehe geboren (etwa aus dem Verhältnis von Lords und Gästen oder Angehörigen niederer Klassen).

$ Sie werden von anderen Personen merklich missachtet.
$ Bastarde können allerdings trotzdem verheiratet sein und ihre Kinder gelten nicht als Bastarde."
hint_skills,"Fähigkeiten
Die Hauptfähigkeiten von Personen beeinflussen die Effizienz ihrer Aktionen. Bewege die Maus über eine Fähigkeit, um die Beschreibung zu betrachten.

$ Fähigkeiten können durch <hint=hint_learning>Lernen</hint> und die Durchführung damit zusammenhängender Aktionen verbessert werden.
$ Eine Person könnte ein <hint=hint_talant>Talent</hint> für eine Fähigkeit haben, wodurch sie einen erhöhten Erfahrungszuwachs erhält.
$ Wenn eine Fähigkeit mit einem Talent Stufe 15 erreicht, erhält diese Person eine spezielle Talenteigenschaft.
$ Die maximale Fähigkeitsstufe beträgt 20.
$ Kinder entwickeln Fähigkeiten durch Beobachtung von Erwachsenen, im Alter können sich Fähigkeiten hingegen verschlechtern.
$ Modifikatoren wie <hint=hint_resource_nectar>Nektar</hint> oder <hint=hint_tutorial_inspiration>Inspiration</hint> können alle Fähigkeiten erheblich verstärken."
hint_skill_combat,"Kampf
Die Differenz der Kampffähigkeit zweier Kampfteilnehmer entscheidet über die Wahrscheinlichkeit, mit der einem feindlichen Angriff ausgewichen werden kann, und über die Treffsicherheit beim Schießen mit Pfeil und Bogen.

Die Kampffähigkeit erhöht sich durch feindliche Treffer – entweder im Zuge der Ausbildung oder im tatsächlichen Gefecht."
hint_skill_command,"Führungsqualität
Führungsqualität bestimmt den Moralbonus von Kriegern im Trupp dieses Lords, darunter die Effektivität der <hint=hint_bld_training_ground>Ausbildung</hint> von Kriegern, und trägt zur Erfolgschance gewisser <hint=hint_action_shadow>Missetaten</hint> bei."
hint_skill_speech,"Redekunst
Redekunst bestimmt die Effektivität der Aktionen, die mit der Beeinflussung anderer Personen zusammenhängen, darunter <hint=hint_action_shadow>Missetaten</hint>, Bestechung und anderen Intrigen.

Außerdem beeinflusst sie die Effektivität von <hint=hint_sermon>Predigten</hint>."
hint_skill_manners,"Manieren
Manieren beeinflussen das <hint=hint_interest>Interesse</hint> an dieser Person von anderen Lords und die Effektivität der Erkenntnisse, die aus <hint=hint_conversation>tiefgründigen Gesprächen</hint> erlangt werden.

Ein deutlicher Unterschied in puncto Manieren kann jedoch unter Lords zu einer Ablehnungshaltung führen."
hint_skill_negotiations,"Handel
Handel bezeichnet die Effektivität des Handels mit Waren, sei es mit der <hint=hint_holy_caravan>Heiligen Karawane</hint> oder mit Nachbarn."
hint_skill_management,"Verwaltung
Verwaltung beeinflusst die Menge an zusätzlich produzierten Produkten, wenn Produktionsgebäuden <hint=hint_inspection>Anweisungen erteilt</hint> werden."
hint_skill_knowledge,"Intelligenz
Intelligenz beeinflusst:
$ Die Geschwindigkeit beim Erlernen von <hint=hint_idea>Wissen</hint> und beim Verfassen von <hint=hint_book>Büchern</hint>
$ Die Anfälligkeit für Verführung
$ Die Wahrscheinlichkeit einer <hint=hint_insight>Erkenntnis</hint>
$ Die Erfolgschance mancher <hint=hint_action_shadow>Missetaten</hint>
$ Die Wahrscheinlichkeit beim Würfelspiel zu gewinnen"
hint_skill_teaching,"Lehren
Lehren beeinflusst das Ausmaß an Erfahrung, das durch <hint=hint_learning>Lehre</hint> weitergegeben wird, und beeinflusst außerdem die Effizienz <hint=hint_action_wise_talk>weiser Unterhaltungen</hint>."
hint_skill_category_rhetoric,"Rhetorik
Der Lord entwickelt die Fähigkeiten <hint=hint_skill_manners>Manieren</hint> und <hint=hint_skill_speech>Redekunst</hint> weiter."
hint_skill_category_economic,"Wirtschaft
Der Lord entwickelt die Fähigkeiten <hint=hint_skill_negotiations>Handel</hint> und <hint=hint_skill_management>Verwaltung</hint> weiter."
hint_skill_category_philosophy,"Philosophie
Der Lord entwickelt die Fähigkeiten <hint=hint_skill_knowledge>Intelligenz</hint> und <hint=hint_skill_teaching>Lehren</hint> weiter."
hint_skill_category_warcraft,"Kriegsführung
Der Lord entwickelt die Fähigkeiten <hint=hint_skill_command>Führungsqualität</hint> und <hint=hint_skill_combat>Kampf</hint> weiter."
hint_skill_disabled,"Fähigkeit nicht verfügbar
Die Fähigkeitsstufe gilt als 0.
Gründe: {causes_stack}"
hint_talant,"Talent
Eine bestimmte Grundvoraussetzung einer Person hinsichtlich einer bestimmten <hint=hint_skills>Fähigkeit</hint>.

$ Durch einen gelben Stern in der Fähigkeitsliste markiert.
$ Eine Person kann 0, 1 oder 2 Talente haben.
$ Talente werden von Eltern vererbt.
$ Ein Lord erhält bei der Ausbildung der Fähigkeiten, in denen ein Talent besteht, {talent_x} zusätzliche Erfahrung.
$ Wenn diese Fähigkeit auf Stufe 15 entwickelt wird, erhält die Person eine sehr mächtige Talenteigenschaft."
hint_needs,"Bedürfnisse
Jede Person hat Bedürfnisse. Im Allgemeinen nimmt ihre Befriedigung mit der Zeit ab.

Bedürfnisse werden durch bestimmte Aktionen gedeckt, die Personen üblicherweise allein durchführen.

Unbefriedigte Bedürfnisse erzeugen negative <hint=hint_thought>Gedanken</hint>, durch die sich die <hint=hint_mood>Laune</hint> einer Person verschlechtert."
hint_need_piety,"Bedürfnis nach Frömmigkeit
Die Person wünscht sich die Fürsorge ihrer Gottheit. Dies wird durch <hint=hint_pray>Gebete</hint> befriedigt.

$ Um ihrem Bedürfnis nachzukommen, beten Personen entweder allein zu Hause oder besuchen <hint=hint_bld_temple>Tempel</hint> und <hint=hint_bld_altar>Altare</hint>, um effektiver beten zu können.
$ Gebete am Altar sind vorerst ausreichend, erfüllen das Bedürfnis allerdings nicht vollumfänglich – der erforderliche Wert wird langsam abnehmen, bis du einen Tempel errichtet hast."
hint_need_sex,"Bedürfnis nach Sex
Diese Person will sich fortpflanzen und ihre Blutlinie weiterführen.

Wird durch <hint=hint_date>Rendezvous</hint> befriedigt.

$ Wenn Lords verheiratet sind, wird dieses Bedürfnis alle paar Tage erfüllt.
$ Außerhalb der Ehe können Personen Bauern zu diesem Zweck bestechen. Dies gilt allerdings als <hint=hint_sin>Sünde</hint> und erzeugt ein schlechtes Gewissen.
$ Wähle ein Mitglied des Bauernstandes mit dem jeweils anderen Geschlecht und weise deinen Lord an, es zu bestechen, wenn du das Bedürfnis umgehend erfüllen möchtest."
