Key,PortugueseBrazilian
hint_nt_notenough_barraks,"Quarteis insuficientes
Os <hint=hint_bld_barracks>Quarteis</hint> não têm capacidade para todos os <hint=hint_persons_warriors>Guerreiros</hint> contratados e eles estão dormindo do lado de fora ou no chão dos templos, o que afeta negativamente o humor deles.

Construa mais quarteis."
hint_nt_farmgobad,"O solo estará esgotado em breve
Os fazendeiros notaram sinais de desgaste do solo nos campos, o que significa que ele terá que ser arado novamente em alguns dias.

Prepare <hint=hint_resource_wood>Madeira</hint> antecipadamente (ela é queimada nos campos para deixar o solo fértil)."
hint_nt_wolfattack,"Ataque que lobos-sangrentos
Conselho: envie seus nobres para <hint=hint_action_task>Caçar</hint> com mais frequência para controlar a população de lobos-sangrentos.

Você também pode vender mais <hint=hint_resource_knife>Adagas</hint> aos camponeses no <hint=hint_bld_market>Mercado</hint> para que eles possam se defender.

Clique com o {input.key.mb_left} para ir até o local."
hint_nt_peasant_use_caravan,"Comprar comida da Caravana
Parece que os camponeses preferem comprar <hint=hint_food>Comida</hint> da <hint=hint_holy_caravan>Caravana Sagrada</hint>, e seu <hint=hint_resource_gold>Ouro</hint> está acabando.

Verifique se:
$ Você construiu um <hint=hint_bld_market>Mercado</hint>.
$ Há um trabalhador atribuído ao mercado.
$ Os preços da comida em seu mercado são mais baixos do que os da Caravana Sagrada.
$ Todos os tipos de comida estão disponíveis em seu mercado."
hint_nt_actor_complete_action_task_on_gm,"Tarefa concluída
{soul_uuid} concluiu com sucesso a tarefa de {task_name} na cidade de {faction_uuid} e está indo para casa.

É possível atribuir-lhe outra tarefa antes que {soul_uuid} chegue em casa."
hint_nt_actor_abort_action_task_on_gm,"Conclusão interrompida
Por algum motivo, {soul_uuid} não pode concluir a tarefa {task_name} na cidade de {faction_uuid}."
hint_nt_actor_arrived_in_town_as_guest_on_gm,"Um nobre chegou à cidade
{soul_uuid} chegou à cidade de {faction_uuid} e está iniciando a tarefa atribuída."
hint_nt_fanatics_perc,"Fanáticos religiosos
Os <hint=hint_persons_fanatic>Fanáticos Religiosos</hint> têm muitas vantagens, mas, se ficarem infelizes, eles podem provocar uma <hint=hint_pogrom>Insurreição</hint>.

Você pode influenciar a quantidade deles ao pregar <hint=hint_sermon_agnostic>Dúvida</hint> ou <hint=hint_sermon_faith>Fé</hint> nos <hint=hint_bld_temple>Templos</hint>."
hint_nt_religion_riot,"Fanáticos demais!
Quase toda a população na cidade está composta de <hint=hint_persons_fanatic>Fanáticos</hint> religiosos.

Pode ser uma boa ideia reduzir a quantidade deles usando pregações de <hint=hint_sermon_agnostic>Dúvida</hint> nos <hint=hint_bld_temple>Templos</hint> antes que uma <hint=hint_pogrom>Insurreição</hint> acabe ocorrendo."
hint_nt_servants,"Para que os nobres possam comer e beber, eles precisam de <hint=hint_persons_servants>Servos</hint> que tragam comida do depósito ao <hint=hint_bld_castle>Salão</hint> e às <hint=hint_bld_noble_house>Casas</hint> deles.

Os servos são contratados no menu do salão."
hint_nt_dummy_low_food,"Camponeses famintos
Há uma alta porcentagem de camponeses com <hint=hint_starvation>Fome</hint> na cidade!

Eles precisam consumir pelo menos uma unidade de <hint=hint_food>Comida</hint> por dia.

Verifique se, no menu de economia:
$ Você está distribuindo comida suficiente para eles.
$ Você está pagando um <hint=hint_salary>Salário</hint> que os permita comprar comida."
hint_nt_dummy_low_beer,"Baixo consumo de bebida
Apenas 20% dos camponeses na cidade consomem <hint=hint_alcohol>Bebidas</hint>.

Uma bebida é a forma mais simples de aumentar a média de humor, necessária para encorajar a <hint=hint_migration>Migração</hint>.

$ No menu de <hint=hint_finance_menu>Economia</hint>, verifique se você está distribuindo bebida suficiente para eles.
$ Verifique se você está pagando um <hint=hint_salary>Salário</hint> que os permita comprar bebida pelo menos uma vez a cada dois dias."
hint_nt_dummy_many_homeless,"Camponeses desabrigados
Há uma grande porcentagem de camponeses desabrigados na cidade!
Construa mais <hint=hint_bld_house>Casas</hint>, pois os camponeses desabrigados ficam infelizes."
hint_nt_slave_escape,"Fuga de prisioneiro
Os prisioneiros podem tentar escapar quando estão infelizes e desejam a liberdade.

<img=hint_nt_slave_escape></img>

Para impedir que isso aconteça, posicione <hint=hint_persons_guard>Guardas</hint> na entrada das <hint=hint_bld_slaves_barrack>Celas de Prisão</hint> e perto dos edifícios nos quais os prisioneiros trabalham."
hint_nt_events_unhappy_lord,"Humor dos nobres
Se o <hint=hint_mood>Humor</hint> de um nobre ficar abaixo de <red>25</red>, ele ficará infeliz (a cor ao fundo da imagem do personagem ao topo da tela ficará vermelha).

<img=hint_nt_events_unhappy_lord></img>

$ Nesse estado, o nobre não realizará suas <hint=hint_action>Tarefas</hint>, incluindo a <hint=hint_inspection>Administração de Edifícios</hint>.
$ Nobres infelizes podem desenvolver depressão e ter <hint=hint_tantrum>Surtos Nervosos</hint>, e a <hint=hint_loyalty>Lealdade</hint> dele diminuirá.
$ Ao estar infelizes, eles também são mais suscetíveis a insultar outros e a ter outros maus comportamentos, o que pode causar uma cadeia de negatividade que também deixará outros nobres infelizes.
$ Um nobre que passe a maior parte de seu tempo de bom humor (acima de <green>80</green>) pode se tornar um <hint=hint_loyalist>Lealista</hint> ou ter uma <hint=hint_insight>Epifania</hint> ou <hint=hint_inspired>Inspiração.</hint>.

Dicas para melhorar o humor:
$ Faça com que seus nobres tenham acesso a produtos de mais qualidade como <hint=hint_resource_meat>Carne</hint> e <hint=hint_resource_ale>Cerveja Ale</hint>.
$ Encoraje-os a passar tempo juntos ou ir caçar com outro nobre que esteja mais feliz.
$ Transforme-os em fanáticos ao pregar um <hint=hint_sermon_faith>Sermão de Fé</hint> nos templos.
$ Inicie uma campanha de <hint=hint_nt_terror_culture>Terror</hint> contra a cultura odiada pelo nobre ou decrete políticas de acordo com os valores culturais dele.

<b>DICA:</b> passe o mouse sobre os pensamentos vermelhos na aba de necessidades para descobrir do que eles precisam."
hint_nt_event_building_without_instruction,"Dica

Nem todos os edifícios receberam <hint=hint_inspection>Instruções</hint> hoje e a produtividade deles pode ser menor a partir de amanhã.

Talvez o nobre encarregado esteja <hint=hint_unhappy>Infeliz</hint> ou você lhe tenha atribuído edifícios demais.

$ Clique na notificação para ver os edifícios."
hint_nt_event_building_without_inspector,"Instruções
Os trabalhadores nos edifícios de produção não saberão o que fazer, a menos que um dos nobres lhes dê <hint=hint_inspection>Instruções</hint>.

Atribua um nobre como administrador no menu do edifício e ele distribuirá as instruções para os trabalhadores diariamente.

$ Clique na notificação para ver os edifícios."
hint_nt_no_meds,"Você está sem unguento medicinal
Reabasteça seu suprimento de <hint=hint_resource_med>Unguento Medicinal</hint> com urgência comprando-o da <hint=hint_holy_caravan>Caravana Sagrada</hint> ou produzindo-o pessoalmente no <hint=hint_bld_alchemistry>Laboratório Alquímico</hint>.

Se você não tiver unguento medicinal, quaisquer <hint=hint_wounds>Feridas</hint> graves podem causar <hint=hint_poisoned>Gangrena</hint> e até mesmo levar os personagens à morte!"
hint_nt_slaves_starving,"Os prisioneiros estão passando fome!
<tight>$ Não deixe de ter <hint=hint_bld_slaves_barrack>Celas de Prisão</hint> para todos eles.

$ Verifique se as celas de prisão têm guardas atribuídos a elas.
$ Verifique se você está concedendo uma quantidade adequada de comida para os seus prisioneiros no menu de <hint=hint_finance_menu>Economia</hint>.</tight>"
hint_nt_kid_now_can_read,"Adolescente
Este personagem cresceu. Agora ele já pode estudar livros no menu de <hint=hint_knowledge_menu>Conhecimento</hint>.

Além disso, você pode atribuí-lo a uma conversa sábia com um nobre para transferir-lhe <hint=hint_idea>Conhecimento</hint> (os adolescentes são bastantes receptivos a conversas)."
hint_display_event_storage_robbery_gold,"Roubo!
Você pode tentar recuperar os itens roubados ao montar um <hint=hint_army>Esquadrão</hint> e atacar os ladrões."
hint_display_event_nectar_rage_begin,"Fúria de néctar
Após consumir <hint=hint_resource_nectar>Néctar</hint>, o personagem entra em um estado de fúria e ataca qualquer pessoa em seu campo de visão.

Quanto mais o personagem consumir néctar, mais provável é que ele passe por um episódio de fúria."
hint_display_drunk_fight_start,"Agressão ao beber
O personagem <hint=hint_alcohol>Bebeu</hint> demais e começou uma briga.

Há uma pequena chance de que isso aconteça sempre que um personagem esteja infeliz e consuma uma bebida. Preste atenção aos pensamentos mais negativos para fazer com que isso ocorra menos."
hint_nt_free_lord_expired,"Seu contrato com o nobre livre terminou
O nobre livre concluiu sua parte do contrato e logo deixará a cidade. Você pode tentar criar um novo contrato se estiver feliz com os serviços prestados."
hint_nt_free_lord_low_loyalty,"O nobre livre encerrou o contrato prematuramente
O nobre livre decidiu encerrar o contrato devido à baixa lealdade e logo deixará sua cidade."
hint_nt_lod_mising,"Nobre desaparecido
Durante a luta, {uuid_lord} fugiu do campo de batalha e agora sua localização é desconhecida.

É provável que {uuid_lord} volte para a cidade em alguns dias."
hint_nt_faction_become_enemy,"Novo inimigo
O rei {soul_uuid_king} da cidade de {faction_uuid} agora está em guerra com você.

Espere ataques armados contra sua cidade e suas vilas, assim como várias intrigas sendo tecidas contra você."
hint_nt_faction_soon_become_enemy,"Novo adversário
O rei {soul_uuid_king} da cidade de {faction_uuid} agora é hostil contra você.

Ele pode ainda não lhe atacar, mas ele pode iniciar intrigas e outras ações hostis."
hint_province_peasants_statistics,"Estatísticas dos camponeses
<center>No dia de hoje</center>

$ Camponeses restantes: {peasant_left}
$ Tornaram-se <hint=hint_persons_criminal>Vadios</hint>: {peasant_criminal}
$ Tornaram-se <hint=hint_persons_cuthroat>Facínoras</hint>: {peasant_thug}
$ Tornaram-se <hint=hint_persons_fanatic>Fanáticos</hint>: {peasant_fanatic}
$ <hint=hint_migration>Migração</hint> prevista: {peasant_migrant}"
hint_nt_world_summary,"Sumário do mundo
<center>Eventos do dia de hoje</center>
{events}

<center>Eventos das regiões vizinhas</center>
{neighbore_events}"
hint_nt_economic_summary,"Sumário econômico
<center>No dia de hoje</center>

$ Saldo de ouro <hint=hint_resource_gold>{gold_change}</hint>
$ <hint=hint_salary>Salários</hint> pagos: <hint=hint_resource_gold>{salary}</hint>
$ <hint=hint_re_prod>Recursos Produzidos</hint>: <hint=hint_resource_gold>{prod_sum}</hint>
$ <hint=hint_re_saled>Produtos Vendidos</hint> nos mercados locais: <hint=hint_resource_gold>{sale_sum}</hint>
$ <hint=hint_re_built>Recursos Investidos</hint> na economia: <hint=hint_resource_gold>{build_sum}</hint>

<b>Instruções não recebidas:</b>
{buildings_list_no_instruction}

<b>Quebrado ou sem funcionar: </b>
{buildings_list_broken}

<b>Trabalhadores insuficientes:</b>
{buildings_list_not_enought_workers}

<b>Campos prestes a se desgastarem:</b>
{buildings_list_depleted_soon}

$ Clique com o <b>BDM</b> na notificação para fechá-la."
hint_re_prod,"Recursos produzidos
$ Mostra o valor de todos os recursos produzidos em todos os edifícios em um dia.
$ Medido em ouro com base no preço de venda da Caravana.
$ Nos dias de colheita, o valor pode ser consideravelmente maior."
hint_re_saled,"Produtos vendidos
Mostra quanto ouro você recebeu por vender produtos aos camponeses e guerreiros em seus mercados locais, assim como em tavernas e antros."
hint_re_built,"Recursos investidos
Mostra o valor em ouro dos recursos gastos com construção e melhoria de edifícios."
hint_nt_character_part_of_nature_add,"Características
As características de personalidade dão habilidades e traços únicos aos personagens.

Elas podem estar presentes desde o nascimento ou serem descobertas durante eventos, na criação das crianças ou no treinamento de habilidades.

A lista das características de personalidade pode ser vista na terceira aba do menu do personagem."
hint_nt_heir_rebellion,"Rebelião do herdeiro
Devido à baixa <hint=hint_loyalty>Lealdade</hint> ao rei, o herdeiro ao trono declara que irá reivindicar a coroa e dá início a uma rebelião.

$ Os nobres amigos dele se juntarão à iniciativa, enquanto que os lealistas do rei defenderão a coroa. O exército é dividido proporcionalmente entre eles.
$ Os nobres neutros não participam da rebelião.
$ Se o herdeiro sair vitorioso, ficará com o trono, mas os apoiadores do rei não ficarão felizes com esse resultado."
hint_nt_heir_rebellion_former,"Rebelião do antigo herdeiro
Devido à baixa <hint=hint_loyalty>Lealdade</hint> ao rei, o antigo herdeiro ao trono declara que se sente enganado e que a coroa deveria lhe pertencer por direito.

$ Os nobres amigos dele se juntarão à iniciativa, enquanto que os lealistas do rei defenderão a coroa. O exército é dividido proporcionalmente entre eles.
$ Os nobres neutros não participam da rebelião.
$ Se o antigo herdeiro sair vitorioso, ficará com o trono, mas os apoiadores do rei não ficarão felizes com esse resultado."
hint_nt_kid_need_lesson,"Criança não está recebendo educação
Nos últimos dias, {soul_uuid_1} não recebeu qualquer tipo de educação."
hint_nt_lord_dead_in_travell,"Nobre morto em campanha
{soul_uuid_1} morreu enquanto estava em uma campanha."
hint_nt_other_faction_king_dead,"Governante morto
{soul_uuid_1}, governante de {faction_uuid}, faleceu."
