Key,Japanese
hint_sofia_truth,"真理の証
聖母ソフィア教会の聖典。幅広い信者を対象とした終末論と基本教義が収録されています。

この本では、創造の歴史や世界の滅亡の予言に関する疑問や、信仰の対象への戒めを取り上げています。

戒律の中には、膝上の石の建造物の禁止と服従の説教があります。

さらに本書は、ソフィアの啓示にある格言を解釈して、あらゆる異端に対する聖戦を正当化し、教会の<hint=hint_persons_fanatic>狂信</hint>と<hint=hint_inqusitors>異端審問</hint>の確立の基礎を築きました。

これは27世紀後半、<hint=hint_fire_war>神聖な炎の戦争</hint>が終結する直前に<hint=hint_ieremia>女家長ジャドウィガ</hint>によって書かれたもので、<hint=hint_cainism>カイン教</hint>の改革主義に対する厳しい対応となりました。"
hint_sofia_hidden,"難解な知識
教会の禁断の書であり、聖母ソフィア最高司祭である<hint=hint_persons_mitraya>ミトラヤ</hint>のみが閲覧できます。

かなり実用的な本と噂されていますが、膨大な量の数学、工学、天文学、化学の知識が記されています。

この本の知識を使って、聖シノドは金を採掘し、<hint=hint_faith_stone>信仰の石</hint>を築き、維持しています。また、次の<hint=hint_sofia_great_purification>大浄化</hint>の日を予測することもできます。"
hint_sofia_great_purification,"大浄化
聖母ソフィアの大いなる憐れみとラヴィング一族の配慮にもかかわらず、時とともに人々はますます戒律を犯し、罪と異端に陥っていくと説かれています。人類への愛の名の下に、聖母ソフィアは野生の蛮族を育て、堕落した生き物たちの都市を破壊します。

正しき者だけが生き残り、ラヴィング一族に救われます。ラヴィング一族は正しき者たちを、数世紀の暗黒時代にも耐えうる<hint=hint_faith_stone>信仰の石</hint>に迎え入れます。

その後、門は開かれ、新たなクリムゾン帝国の建設とともに大いなるサイクルが再び始まります。"
hnt_great_cycle,"大いなるサイクル
大浄化と大浄化の間の時代で、貴族の諸侯が都市や国家を建設し、交易や知識を発展させ、人間同士で争いを繰り広げます。

各サイクルは何百年も続き、いくつかの段階を経て、いつ終わるかは聖シノドにしかわかりません。

公式の年表によれば、すでに数千の大いなるサイクルが繰り返されています。"
hint_faith_stone,"信仰の石
山上にある巨大で難攻不落の石造りの城で、周囲を水に囲まれている。そこでは女家長が真紅の玉座に座り、<hint=hint_sofia_cult>聖母ソフィア教会</hint>の長を務めています。

かつては<hint=hint_crimson_empire>クリムゾン帝国</hint>の城塞だったが、<hint=hint_fire_war>神聖な炎の戦争</hint>の間に<hint=hint_synode>ラヴィング一族</hint>の手に渡りました。

信仰の石の中には、選ばれた高貴な一族が<hint=hint_sofia_great_purification>大浄化</hint>を生き延びるための避難所があります。"
hint_book,"書物
<hint=hint_idea>知識</hint>が詰まっている。

領主は<hint=hint_knowledge_menu>知識メニュー</hint>で勉強したり、写本したり、書物を執筆したりできます。

<b>ヒント：</b> 書物は<hint=hint_holy_caravan>神聖なキャラバン</hint>から購入できます。"
hint_pray,"祈り
$信者の心を希望で満たし、<hint=hint_mood>ムード</hint>を高めます。"
hint_morning_pray,"朝の礼拝
毎日午前7時に<hint=hint_bld_temple>礼拝堂</hint>で行われる必須の集団<hint=hint_pray>祈祷</hint>。それは<hint=hint_need_piety>信心深さ</hint>の欲求を補い、一日中ポジティブな<hint=hint_thought>思考</hint>になれます。

利用可能な礼拝堂に十分なスペースがあれば、街に住むすべての人が礼拝に参加します。

さらに、朝の礼拝が終わると、労働者はすぐに日常の仕事に取りかかることができるため、勤務シフトを組むことができます。"
hint_idea,"知識
新しい建物の建設、古い建物の修理、複雑な資源の生産などが可能になります。

<img=hint_idea></img>

$ 知識は<hint=hint_knowledge_menu>知識メニュー</hint>に表示される。
$ 知識は領主の頭の中、または<hint=hint_book>書物</hint>の中に保存されています。
$ 知識は本から得ることもできるし、科学的な<hint=hint_insight>洞察</hint>を通して得ることもできます。
$ 知識を持っている領主は、それを書物に<hint=hint_book_write>書く</hint>ことができます。
$ 知識には簡単な者から複雑なものまで様々で、領主の<hint=hint_skill_knowledge>知能</hint>レベルが高ければ高いほど、より早く習得できます。
$ 書物は<hint=hint_holy_caravan>神聖なキャラバン</hint>で購入できます。"
hint_canon,"規範
<hint=hint_sofia_cult>聖母ソフィア教会</hint>を各地方に適するようにまとめた<hint=hint_dogma>教義</hint>のセット。

規範は7つの教義からなります。"
hint_insight,"洞察
領主の頭に突如として現れる新たな<hint=hint_idea>知識</hint>。

そのキャラクターが<hint=hint_happy>幸せ</hint>であるか、強い<hint=hint_tantrum>神経衰弱</hint>の結果として、生産棟で<hint=hint_inspection>指示を出している</hint>ときにまれに起こります。

洞察の確率は、領主の<hint=hint_skill_knowledge>知能</hint>に左右されます。"
hint_food,"食料
すべてのキャラクターは1日に最低1単位の食料を消費しなければ、<hint=hint_starvation>飢餓</hint>を経験します。

$ 農民と戦士は<hint=hint_bld_market>市場</hint>で食料を購入しますが、領主と囚人の食事は倉庫から運ばれてきます。
$食料には3種類あり、それぞれキャラクターの<hint=hint_mood>ムード</hint>に異なる影響を与えます： 美味しくない<hint=hint_resource_rutabaga>ルタバガ</hint>、一般的な<hint=hint_resource_food>小麦粉</hint>、美味しい<hint=hint_resource_meat>肉</hint>。 
$キャラクターは、まず肉を買って食べることを優先し、ルタバガは最後に食べます。
$<hint=hint_finance_menu>財務メニュー</hint>で食料の販売を調整できます。"
hint_alcohol,"酒
キャラクターの<hint=hint_mood>ムード</hint>を素早く高める方法。

農民や戦士は<hint=hint_bld_tavern>酒場</hint>で酒を購入し、領主や囚人は倉庫から酒を調達します。

酒には3種類あり、それぞれポジティブな効果の強さ異なります：
$ルタバガの<hint=hint_resource_moonshine>密造酒</hint>、
$ほどほどの<hint=hint_resource_beer>ビール</hint>、
$味わい深く、香り豊かな<hint=hint_resource_ale>エール</hint>。

キャラクターはエールを最初に飲み、密造酒を最後に飲みます。

効果は{alcohol_duration}時間持続します：
$強力でポジティブな<hint=hint_thought>思考</hint>
$他のキャラクターへの<hint=hint_interest>関心</hint>が高まる

<hint=hint_th_hangover>二日酔い</hint>やアルコール中毒の原因となる。

<hint=hint_finance_menu>財務メニュー</hint>でアルコール販売を規制できます。"
hint_resource_moonshine,"密造酒
<hint=hint_alcohol>酒</hint>の一種。数時間にわたりポジティブな思考<green>+{thought}</green>を抱き、終日、平均的な<hint=hint_mood>ムード</hint>に影響を及ぼします。

<hint=hint_resource_nectar>ネクタル</hint>の生産にも使われます。

<b>生産</b>
$<hint=hint_bld_brewery>醸造所</hint>で生産されます。
$生産には<hint=hint_resource_rutabaga>1</hint>が必要。
$ <hint=hint_bld_tavern>酒場</hint>で販売されます。"
