Key,Italiana
hint_prophecy_rats_invasion,"Invasione di ratti
Una grande colonia di ratti si insedierà nei tuoi magazzini. Le tue scorte di cibo diminuiranno ogni giorno.
$ Per {duration_days} giorni, <hint=hint_resource_rye>segale</hint>, <hint=hint_resource_rutabaga>rape</hint>, <hint=hint_resource_hop>luppolo</hint>, <hint=hint_resource_food>farina</hint> e <hint=hint_resource_meat>carne</hint> si deterioreranno del {size_1}-{size_2}% al giorno.
$ Il prezzo di queste risorse presso la <hint=hint_holy_caravan>Carovana sacra</hint> aumenterà di {price_factor} volte."
hint_nt_unknown_prophecy,"Indiscrezioni inquietanti 
Si dice che nei prossimi giorni la città sarà colpita da una catastrofe prevista dagli oracoli della Chiesa. 

A causa dei cattivi rapporti con la Matriarca, non hai la possibilità di scoprire di quale disastro si tratti."
hint_display_event_market_depth_increased,"La domanda locale di tutte le merci è aumentata
Lo <hint=hint_tutorial_states>stato</hint> di cui fai parte si è recentemente espanso, il che significa che la <hint=hint_market_volume>domanda locale</hint> è aumentata a causa degli abitanti della nuova provincia."
hint_nt_culture_approve_gwelts,"Approvazione dei Kaiden 
I sudditi della cultura kaiden sono contenti che il loro monarca non sia un codardo e si guadagni la gloria nelle battaglie, perché ciò è in linea con i <hint=hint_kaiden_views>loro valori</hint>."
hint_nt_culture_approve_tanaya,"Approvazione dei Tanaya 
I sudditi della cultura tanaya sono soddisfatti dei modi in cui il tuo monarca ottiene influenza sui vicini, ovvero attraverso cospirazioni e azioni maligne. Ciò è in linea con i <hint=hint_tanaya_views>loro valori</hint> e con la loro idea di vera politica."
hint_nt_culture_approve_makha,"Approvazione dei Makha 
I tuoi sudditi di cultura makha sono soddisfatti di vedere che stringi accordi commerciali proficui con i tuoi vicini, perché ciò è in linea con i <hint=hint_makha_views>loro valori</hint>."
hint_nt_culture_approve_voruns,"Approvazione dei Varn 
I sudditi della cultura <hint=hint_culture_voruns>varn</hint> sono lieti che il tuo monarca si sia astenuto dai conflitti con i tuoi vicini e abbia perseguito una politica di pace. Ciò è in linea con i <hint=hint_varns_views>loro valori</hint>."
hint_nt_culture_terror_approve,"Approvazione del terrore
I tuoi sudditi della cultura {culture} sono soddisfatti della tua decisione di attuare una repressione contro {culture_2}, poiché, secondo loro, ""il mondo sarebbe migliore senza quegli sporchi mangiatori di rape""."
hint_building_terror_culture,"Terrore contro {culture}
I boia iniziano a trascinare i membri della cultura {culture} sul <hint=hint_bld_scafod>patibolo</hint> e a punirli.

$ Questo scoraggerà i migranti di quella cultura a recarsi nella tua provincia per alcuni giorni.
$ 3 conoscenti di ogni personaggio punito della cultura {culture} avranno un forte pensiero negativo.
$ I sudditi della cultura {culture_2} saranno soddisfatti della repressione contro {culture}."
hint_action_task_sick_visit,"Fai visita ai malati 
Il personaggio farà visita ai malati per confortarli."
hint_action_task_sick_visit_context,"Fai visita i malati 
{soul_uuid_1} farà visita in modo solenne alla persona malata {soul_uuid_2} per confortarla. 

<b>Risultato:</b> 
Morale di {soul_uuid_2}: {moral_change_1}"
hint_building_terror_fanatics,"Terrore dei fanatici
Quando vengono incaricati di instillare il terrore contro i fanatici, i boia trascinano i <hint=hint_persons_fanatic>fanatici religiosi</hint> sul <hint=hint_bld_scafod>patibolo</hint> e li puniscono con la pena stabilita. 

Effetti:
$ Forte <hint=hint_thought>pensiero</hint> negativo tra tutti i popolani, perché nessuno si sente al sicuro.
$ I <hint=hint_persons_peasant>popolani</hint> infelici non diventeranno <hint=hint_persons_criminal>vagabondi</hint> e i vagabondi non diventeranno malviventi."
hint_building_terror_no,"Terrore
Il terrore non viene diffuso; i boia sono impegnati nella ricerca e nella punizione dei veri criminali."
hint_unavailable_knowledge_interaction_blind,"Non disponibile 
Il personaggio è <hint=hint_blindness>cieco</hint>, quindi non può leggere i libri."
hint_nt_old_age_begin,"Vecchiaia 
Il personaggio è diventato <hint=hint_oldman>anziano</hint>."
hint_nt_contrband_begin,"Speculatori
Poiché i prezzi di alcune delle tue merci sul mercato sono più bassi rispetto a quelli offerti dalla <hint=hint_holy_caravan>Carovana sacra</hint>, alcuni <hint=hint_persons_criminal>vagabondi</hint> intraprendenti acquistano le tue merci e lasciano la città per rivenderle altrove.

Questa opportunità attira l'attenzione della popolazione locale ma anche quella dei vagabondi delle città vicine, che iniziano a venire nella tua città per speculare.

<b>Suggerimento:</b> puoi alzare i prezzi per adeguarli a quelli della Carovana o combattere i vagabondi con il <hint=hint_terror_peasants>terrore</hint>."
hint_finance_contraband_possible,"Speculazione
Fissare prezzi inferiori a quelli di mercato indicati dalla <hint=hint_holy_caravan>Carovana sacra</hint> può portare alla nascita di <hint=hint_nt_contrband_begin>speculatori</hint> in città."
hint_mutator_no_prophecy,"Nessun disastro
A partire da un certo momento, vari disastri, quali invasioni criminali, perdite di raccolto o malattie possono colpire la tua provincia.

Questo modificatore li disattiva."
hint_wise_talk_unavailable_by_knowledge,"Non disponibile
Non c'è conoscenza che i personaggi possano scambiarsi."
hint_part_of_nature_trader,"Commerciante
Questo personaggio è responsabile delle operazioni commerciali nella provincia, quindi tutti gli accordi commerciali saranno condotti con lui e calcolati in base alla sua abilità <hint=hint_skill_negotiations>Commercio</hint>.

<b>Suggerimento:</b> se diventa un <hint=hint_encyclopedia_puppets>fantoccio</hint> del tuo monarca, ti offrirà uno sconto notevole (la sua abilità Commercio sarà considerata pari a 1)!"
hint_display_event_forest_bandits_will_attack_soon,"I fuorilegge delle foreste pianificano un attacco
Ti è giunta voce che i fuorilegge delle foreste della tua provincia hanno intenzione di fare un'incursione in un insediamento nei prossimi giorni.

Il loro obiettivo potrebbe essere la tua città o i villaggi vicini.

$ Puoi radunare un esercito e attaccare prima il loro accampamento.
$ Puoi anche corromperli (azione nell'accampamento dei fuorilegge sulla mappa globale) affinché ti lascino in pace per qualche tempo."
hint_sender_low_manners,"Cattive maniere
Il sovrano non prenderà sul serio le rassicurazioni di questo nobile poiché ha un'abilità <hint=hint_skill_manners>Maniere</hint> inferiore alle proprie."
hint_sender_cooldown,"L'opinione è già stata espressa. 
Il monarca ha già sentito l'opinione dell'emissario sul tuo monarca e non è ancora pronto a sentirla di nuovo.

Disponibile di nuovo tra: {time} g."
hint_nt_character_is_pregnant,"Gravidanza
{soul_uuid_female} è rimasta incinta da {soul_uuid_male}.

La gravidanza durerà diversi giorni e il suo andamento può essere seguito nella scheda principale del menu del personaggio."
hint_nt_character_go_insight,"Intuizione
{optional_insight_text}"
hint_menu_army_tax,"Tassa sui guerrieri
Tassa attuale: {tax}"
hint_display_event_heir_can_soon_rise,"Rivolta dell'erede
La <hint=hint_loyalty>lealtà</hint> dell'erede della corona {soul_uuid} è già inferiore a 40 e in continua diminuzione. Quando la sua lealtà scenderà a 25, <hint=hint_nt_heir_rebellion>si ribellerà</hint> contro il monarca.

<b>Suggerimento:</b> aumenta la lealtà del personaggio attraverso le azioni del monarca, come una ricompensa o una minaccia. Puoi anche provare a usare misure più drastiche, come organizzare un duello con il monarca."
hint_display_event_loyalists_can_soon_rage,"I lealisti preparano un massacro
I tuoi <hint=hint_loyalist>lealisti</hint> tra i popolani sono <hint=hint_nt_unhappy>infelici</hint> e tendono a incolpare i <hint=hint_nt_fanatics_perc>fanatici</hint>, che non sono fedeli al monarca ma alla Chiesa, per tutte le disgrazie del regno.

Finché il loro morale rimane al di sotto di <red>25</red>, c'è una possibilità quotidiana che organizzino un massacro dei fanatici."
hint_display_event_soldiers_deserting,"Diserzione dei guerrieri
A causa dell'<hint=hint_sodiers_happiness>infelicità</hint>, i guerrieri abbandonano la provincia.

I disertori si uniscono ai <hint=hint_persons_forest_bandits>fuorilegge delle foreste</hint>, il che può dare origine a un problema significativo."
hint_display_event_fanatics_can_soon_rise,"I fanatici preparano la rivolta
I popolani sono <hint=hint_nt_unhappy>infelici</hint> e i <hint=hint_nt_fanatics_perc>fanatici</hint> tendono a dare la colpa di tutte le disgrazie ai nobili peccatori.

Finché il morale medio dei popolani rimane inferiore a <red>25</red>, c'è una possibilità giornaliera che sollevino una <hint=hint_pogrom>rivolta</hint>."
hint_display_event_bishop_can_soon_rise,"Il vescovo prepara la rivolta
Il <hint=hint_bishop>vescovo</hint> ha un nemico (rapporto inferiore a <red>{relation_treshold}</red>) tra i tuoi nobili e finché sarà così c'è la probabilità che scateni una <hint=hint_pogrom>rivolta</hint> tra i <hint=hint_nt_fanatics_perc>fanatici</hint>, che chiederanno di accecare questo nobile.

Per evitare che ciò accada, cerca di migliorare il rapporto tra il vescovo e il suo nemico o, se non riesci nell'intento, puoi sempre organizzare un duello (la Matriarca comprenderà un onesto regolamento di conti)."
hint_construction_road,"Manto stradale
Aumenta la velocità di spostamento dei personaggi del {road_bonus}%."
hint_trade_agreement,"Accordo commerciale
Sottoscritto tra due province con la mediazione della Chiesa.

$ Il tuo partner commerciale offrirà <b>ogni giorno</b> quanto stabilito, che verrà visualizzato nel <b>menu del commercio</b>.
$ Per condurre l'affare sarà necessario un messaggero, ma non sarà necessaria la <hint=hint_resource_paper>carta</hint>.
$ I rapporti con il partner <green>miglioreranno</green> al momento dell'accordo e si intensificheranno a ogni transazione.
$ Ogni somma di denaro fornita al tuo partner commerciale sarà aggiunta ai fondi di quella città e spesa per rafforzare l'esercito.
$ L'accordo è stato stipulato per durare {days} giorni, ma può essere interrotto se i rapporti diventano ostili."
hint_priority_workers,"~
Disponibile per l'incarico: {count}
Totale: {count_2}

<b>Suggerimento:</b> i personaggi del gruppo selezionato che non sono assegnati ad altri edifici sono disponibili per l'incarico. Puoi vedere la composizione dei lavoratori assegnati nella modalità panoramica ingrandendo il più possibile la visuale."
hint_mutator_longlive,"Longevità
Il periodo di tempo prima dell'inizio dell'invecchiamento viene esteso di 10 anni."
hint_building_upgrade_button_mine,"Miglioramento
$ Uno slot di lavoro aggiuntivo
$ Il giacimento di ferro nella miniera aumenterà di {iron_add}"
hint_soldier_filter_wounded,"Feriti
I guerrieri provano <hint=hint_pain>dolore</hint> a causa delle ferite e ciò potrebbe influenzare il loro <hint=hint_moral_level>coraggio</hint> in battaglia."
hint_soldier_filter_low_moral,"Infelici
I guerrieri sono <hint=hint_sodiers_happiness>infelici</hint> e ciò potrebbe influenzare il loro <hint=hint_moral_level>coraggio</hint> in battaglia."
hint_soldier_filter_grug_addicted,"Nettaredipendenti
Guerrieri <hint=hint_addict>dipendenti</hint> dal nettare.

L'assunzione del <hint=hint_resource_nectar>nettare</hint> prima di una battaglia può aumentare significativamente il loro <hint=hint_moral_level>coraggio</hint>, ma la sua mancanza può ridurre notevolmente il loro <hint=hint_sodiers_happiness>morale</hint>."
hint_soldier_filter_fanatic,"Fanatici
I <hint=hint_persons_fanatic>guerrieri fanatici</hint> possono essere molto efficaci in battaglia, perché il <hint=hint_pain>dolore</hint> porta loro pensieri positivi."
hint_soldier_filter_ex_bandit,"Vagabondi
Questi guerrieri in passato erano dei <hint=hint_persons_criminal>vagabondi</hint>, perciò la disciplina militare li porta a soffrire.

Ciò potrebbe influenzare il loro <hint=hint_moral_level>coraggio</hint> in battaglia."
hint_nt_soul_missing,"Nobile in fuga
Dopo la sconfitta, il nobile ha abbandonato il campo di battaglia, ma non se ne è saputo più nulla.

La situazione si chiarirà nel giro di 2 giorni."
hint_chancellery_unavailable_by_no_inspector,"Non disponibile
Non è stato nominato nessun amministratore nella <hint=hint_bld_chancellery>cancelleria</hint>"
hint_action_emperor_coronation,"Proclamati imperatore
Proclamati imperatore di Norland e sfida la <hint=hint_synode>Famiglia benevola.</hint>

<b>Suggerimento:</b> scegliendo questa azione, non ci sarà modo di tornare indietro e dovrai iniziare la prova finale, che consiste nello sconfiggere l'esercito punitivo dell'<hint=hint_inqusitors>Inquisizione</hint>. Se vinci questa battaglia, vinci la partita."
hint_emperor_coronation_unavailable_by_place,"Non disponibile
Per celebrare la cerimonia è necessario un luogo sacro come un altare o un tempio."
hint_nt_emperor_inquizition_soon,"L'Inquisizione sta arrivando
La Matriarca e tutta la <hint=hint_synode>Famiglia benevola</hint> si rammaricano della tua caduta nel peccato e nella blasfemia. Inviano il Padre severo a purificarti con il fuoco.

Presto, le squadre dell'<hint=hint_inqusitors>Inquisizione</hint> arriveranno nella tua città e i sopravvissuti verranno perdonati."
