Key,Russian,English,Comments,Timestamp,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian
display_event.defence_alliance.squad_arrived,Отряд с подкреплением от {faction_name} прибыл!,The reinforcements from {faction_name} have arrived!,,,The reinforcements from {faction_name} have arrived!,Dorazily posily frakce {faction_name}!,Os reforços enviados por {faction_name} chegaram!,¡Han llegado los refuerzos de {faction_name}!,Nadeszły posiłki z frakcji {faction_name}!,{faction_name}的援军已抵达！,{faction_name}派出的援軍抵達了！,{faction_name}からの援軍が到着した！,{faction_name} 지원군이 도착했습니다!,Die Verstärkungstruppen von {faction_name} ist eingetroffen!,Les renforts de {faction_name} sont arrivés !,I rinforzi da {faction_name} sono arrivati!,{faction_name} destek güçleri geldi!,Az erősítés {faction_name} tartományból megérkezett!,Прибуло підкріплення з: {faction_name}!
display_event.defence_alliance.squad_created,Отряд подкрепления собран и отдан под ваше командование!,Reinforcements have been assembled and placed under your command!,,,Reinforcements have been assembled and placed under your command!,Posily se shromáždily a nyní spadají pod tvé velení!,Os reforços foram organizados e colocados sob seu comando!,¡Se han reunido refuerzos y los han puesto bajo tu mando!,"Posiłki zebrały się w oddział, który został umieszczony pod twoim dowództwem.",援军已经集结完毕，他们听命于你！,援軍已整隊完畢，靜候你的差遣！,援軍が集結し、あなたの指揮下に入りました！,지원군이 집결하여 명령에 따라 배치되었습니다.,Verstärkungstruppen wurden aufgestellt und unterstehen jetzt deinem Befehl!,Les renforts sont en formation et attendent vos ordres !,I rinforzi sono stati radunati e sono ai tuoi ordini!,Destek güçleri yerlerine yerleştirildi ve emrine amade!,Az erősítést összeállítottuk és a parancsnokságod alá helyeztük!,Підкріплення зібрано й переведено у ваше розпорядження!
display_event.defence_alliance.leave.time_expired,"Время пребывания подкрепления окончилось, они отправляются домой","The reinforcements' stay is over, they will go home.",,,"The reinforcements' stay is over, they will go home.","Pobyt posil skončil, odcházejí domů.",A estadia dos reforços acabou. Eles voltarão para casa.,La estancia de los refuerzos ha terminado. Vuelven a casa.,"Pobyt posiłków dobiega końca, więc wrócą teraz one do domu.",援军驻守结束并将返回。,援軍的駐留已告終，即將返回本土。,援軍の滞在が終了し、彼らは故郷へと帰ります。,지원군의 주둔이 끝났습니다. 이제 돌아갑니다.,Der Aufenthalt der Verstärkungstruppen ist vorüber. Sie marschieren wieder nach Hause.,Le temps alloué aux renforts est écoulé. Les soldats repartent chez eux.,La permanenza dei rinforzi si è conclusa; torneranno a casa.,Destek güçleri artık geri dönüyor.,"Az erősítés állomásozása véget ért, most hazatér.","Термін перебування підкріплень скінчився, вони повертаються додому."
display_event.defence_alliance.leave.battle_finished,Подкрепление оказало вам помощь и отправляется домой,Reinforcements have assisted you and are going home.,,,Reinforcements have assisted you and are going home.,Posily ti pomohly a odcházejí domů.,"Depois de ajudar você, os reforços estão voltando para casa.",Los refuerzos te han ayudado y ya vuelven a casa.,Posiłki udzieliły ci wsparcia i teraz wrócą do domu.,援军完成对你的支援并将返回。,援軍已完成馳援，即將返回本土。,援軍による支援を受け、彼らは帰路につきます。,지원군이 나를 지원했으며 이제 돌아갑니다.,Die Verstärkungstruppen haben dich unterstützt und marschieren nun wieder nach Hause.,Les renforts vous ont soutenu et retournent chez eux.,I rinforzi ti hanno fornito supporto e torneranno a casa.,Destek güçleri sana yardım etti ve artık geri dönüyor.,"Az erősítés a segítségedre volt, és most hazatér.",Підкріплення допомогли вам і тепер повертаються додому.
display_event.defence_alliance.leave.defence_alliance_broken,"Ваш союз с {faction_name} был разорван, поэтому подкрепление возвращается домой досрочно","Your alliance with {faction_name} has been dissolved, so the reinforcements are returning home prematurely.",,,"Your alliance with {faction_name} has been dissolved, so the reinforcements are returning home prematurely.","Tvoje spojenectví s frakcí {faction_name} se rozpadlo, takže se posily vracejí domů předčasně.","A sua aliança com {faction_name} foi desfeita. Portanto, os reforços estão voltando para casa mais cedo.","Tu alianza con {faction_name} se ha disuelto, así que los refuerzos vuelven a casa antes de tiempo.","Twój sojusz z frakcją {faction_name} został zakończony, więc posiłki zostaną odesłane do domu.",你与{faction_name}的联盟已经解散，所以援军提前回家了。,{faction_name}與你的結盟瓦解了，因此將提前撤走援軍。,{faction_name}との同盟関係が解消したことにより、援軍は故郷へと戻り、二度と支援してくれることはありません。,{faction_name}와(과)의 동맹이 종료되었습니다. 지원군이 예정보다 빨리 돌아오는 중입니다.,"Deine Allianz mit {faction_name} wurde aufgelöst, weshalb die Verstärkungstruppen vorzeitig nach Hause zurückkehren.","Votre alliance avec {faction_name} a été dissoute, les renforts repartent donc chez eux plus tôt que prévu.","La tua alleanza con {faction_name} si è sciolta, portando al ritiro anticipato dei rinforzi.",{faction_name} ile olan ittifakın feshedildiği için destek güçleri erkenden geri dönüyor.,"A te és {faction_name} közti volt szövetség felbomlott, így az erősítés idő előtt hazatér.","{faction_name} – більше не союзник, тож підкріплення передчасно повертаються додому."
display_event.defence_alliance.leave.no_one_is_attacking_player,Вам больше никто не угрожает - подкрепление возвращается домой ,You're no longer under threat - the reinforcements are coming home.,,,You're no longer under threat - the reinforcements are coming home.,Už ti nehrozí nebezpečí – posily odcházejí domů.,"Você não está mais sob ameaça. Portanto, os reforços estão voltando para casa.",Ya no estás bajo amenaza; los refuerzos vuelven a casa.,"Zagrożenie minęło, więc posiłki wrócą do domu.",你面临的威胁已经解除，所以援军将返回。,你已不再面臨威脅，援軍即將返回本土。,脅威が去ったので、援軍は帰路につきます。,더 이상 위협을 받지 않습니다. 지원군이 오고 있습니다.,Es besteht keine Bedrohung mehr – die Verstärkungstruppen kehren nach Hause zurück.,"La menace est passée, les renforts retournent chez eux.","La minaccia è cessata, i rinforzi torneranno a casa.","Artık tehdit altında değilsin, destek güçleri geri dönüyor.",Már nem fenyeget veszély – az erősítés hazatér.,Ви більше не під загрозою – підкріплення повертаються додому.
display_event.defence_alliance.leave.other_reason,Подкрепление возвращается домой досрочно,Reinforcements are coming home early.,,,Reinforcements are coming home early.,Posily odcházejí domů brzo.,Os reforços estão voltando para casa cedo.,Los refuerzos vuelven a casa antes de tiempo.,Posiłki wrócą do domu wcześniej.,援军提前返回了。,援軍將提前返回本土。,援軍は早めに帰路につきます。,지원군이 일찍 돌아오는 중입니다.,Die Verstärkungstruppen kehren vorzeitig nach Hause zurück.,Les renforts repartent chez eux plus tôt que prévu.,I rinforzi torneranno a casa in anticipo.,Destek güçleri erkenden geri dönüyor.,Az erősítés idejekorán hazatér.,Підкріплення повертаються додому передчасно.
display_event.got_title,{name} получил титул лорда,{name} has been granted the title of lord.,,,{name} has been granted the title of lord.,{name} dostává titul lorda.,{name} recebeu um título de nobreza.,Se le ha otorgado a {name} el título de señor.,{name} otrzymuje tytuł lordowski.,{name}获得了领主爵位。,{name}已獲封貴族爵位。,{name}は領主の爵位を与えられました。,{name}에게 영주 작위가 주어졌습니다.,{name} hat den Adelstitel Lord erhalten.,{name} a obtenu un titre de noblesse.,{name} ha ricevuto un titolo nobiliare.,"{name}, asilzade ünvanını aldı.",{name} nemesi címet kapott.,{name} набуває титулу вельможі.
display_event.kid_need_title,Для {name} скоро потребуется свободный титул лорда,{name} will soon require an available lordship title.,,,{name} will soon require an available lordship title.,{name} bude brzo vyžadovat dostupný titul lorda.,{name} exigirá um título de nobreza em breve.,A {name} le hará falta pronto un título de señor.,{name} wkrótce będzie wymagać dostępnego tytułu lordowskiego.,{name}很快需要获得一个领主爵位。,{name}很快將需要空餘的貴族爵位。,{name}はまもなく、利用可能な領主の爵位が必要になります。,{name}이(가) 곧 남은 영주 작위를 요구할 것입니다.,{name} wird demnächst einen verfügbaren Adelstitel benötigen.,{name} réclamera bientôt un des titres de noblesse disponibles.,{name} richiederà presto un titolo nobiliare.,"{name}, yakında uygun bir asilzadelik ünvanına ihtiyaç duyacak.",{name} számára hamarosan egy elérhető nemesi cím lesz szükséges.,{name} незабаром потребуватиме доступного титулу вельможі.
display_event.storage_robbery_gold,Воры украли {number} золота!,Thieves have stolen {number} gold!,,,Thieves have stolen {number} gold!,Zloději ukradli {number} zlata!,Ladrões roubaram {number} em ouro!,¡Unos ladrones han robado {number} de oro!,Złodzieje ukradli {number} szt. złota!,窃贼们偷走了 {number} 金币！,有 {number} 枚金幣失竊了！,盗賊は{number}ゴールドを盗んだ！,도둑들이 {number}개의 금화를 훔쳐 갔습니다!,Diebe haben {number} Gold gestohlen!,Des voleurs ont dérobé {number} pièces d'or !,I ladri hanno rubato {number} monete d'oro!,Hırsızlar {number} altın çaldı!,Tolvajok elraboltak {number} aranyat!,Злодії вкрали {number} золота!
display_event.squad_go_to_take_equipment,Воины забирают вооружение со склада. Подождите немного...,Warriors are retrieving their weapons from the storage. Please wait a moment...,,,Warriors are retrieving their weapons from the storage. Please wait a moment...,Válečníci si vyzvedávají zbraně ze skladiště. Počkej chvíli...,Os guerreiros foram buscar as armas no depósito. Aguarde um momento...,Los guerreros están cogiendo sus armas del almacén. Espera un momento...,Wojownicy pobierają broń ze składu. Zaczekaj chwilę…,战士们正在从仓库里取出武器。请稍候……,戰士們正前往倉庫拿取武器，請稍候……,戦士たちが倉庫から武器を取り出しています。しばらくお待ちください…,전사들이 창고에서 무기를 가져오는 중입니다. 잠시만 기다려주세요...,Krieger holen ihre Waffen aus dem Lager ab. Bitte warte einen Moment ...,Les soldats récupèrent leurs armes dans les dépôts. Veuillez patienter.,I guerrieri stanno recuperando le armi dal deposito. Attendi...,Savaşçılar depodan silahlarını alıyor. Lütfen biraz bekle...,A harcosok előveszik a fegyvereiket a fegyvertárból. Kis türelmet…,Воїни беруть зброю зі складу. Зачекайте…
display_event.no_servants_in_hall,В Холле нет слуг!,There are no servants in the hall!,,,There are no servants in the hall!,V síni nejsou žádní sluhové!,Não há servos no salão!,¡No hay sirvientes en el salón de reuniones!,W siedzibie nie ma żadnej służby!,大厅内没有仆人！,莊園大廳沒有僕人！,屋敷には召使いが一人もいません！,영주관에 시종이 없습니다!,Es befinden sich keine Diener in der Halle!,Pas de domestique dans la Grand-salle !,Non ci sono servitori nel salone!,Salonda hiç hizmetçi yok!,Nincsenek szolgák a palotában!,У замку немає слуг!
display_event.squad_take_all_equipment,Воины вооружены и готовы!,The warriors are armed and ready!,,,The warriors are armed and ready!,Válečníci jsou ozbrojení a připravení!,Os guerreiros estão armados e prontos!,¡Los guerreros están armados y listos!,Wojownicy są uzbrojeni i gotowi do walki!,战士们全副武装，枕戈待旦！,戰士們已整裝待發！,戦士たちの武装が完了しました！,전사들이 무장하고 출전 준비를 마쳤습니다!,Die Krieger sind bewaffnet und bereit!,Les soldats sont armés et prêts au combat !,I guerrieri sono armati e pronti!,Savaşçılar silahlandı ve hazırlar!,A harcosok felfegyverkeztek és készen állnak!,Воїни озброєні й готові!
display_event.horde_apeears,Появление Нечестивой Орды,Appearance of the Unholy Horde,Справа обычное,,Appearance of the Unholy Horde,Zjevení Nesvaté hordy,Aparecimento da Horda Profana,Aparición de la Horda Impía,Przybycie Hordy Przeklętych,邪恶部族出现,孽惡部族出沒,罪深き軍団の出現,불경한 군단 등장,Die Unheilige Horde erscheint,La Horde impie est apparue !,Comparsa dell'Orda profana,Habis Sürü Görüldü,Feltűnt a Szentségtelen Horda,Поява Нечистої орди
display_event.horde_gossip,Слухи: Новый еретический культ в далеких краях,Rumors: A new heretical cult in distant lands,Справа обычное,08.11.2024,Rumors: A new heretical cult in distant lands,Zvěsti: Nový kacířský kult ve vzdálených zemích,Rumor: um novo culto herege em terras distantes,Rumor: una nueva secta herética en tierras lejanas,Plotki: Nowa sekta heretyków w odległych krainach,传闻：在遥远的地方出现了一个新的异端邪教,傳聞：遙遠地帶出現新興邪教,噂：僻地に新たに生まれた異端狂信集団,소문: 먼 지역에 새롭게 등장한 이단 교단,Gerüchte: Ein neuer Ketzerkult in entfernten Landen,Rumeurs : un nouveau culte hérétique est apparu dans des contrées lointaines.,Indiscrezione: un nuovo culto eretico in terre lontane,Dedikodu: Uzak Diyarlarda Yeni Bir Kâfir Tarikatı Doğuyor,Pletyka: Új eretnek szekta távoli vidéken,Чутки: у далеких лісах з'явилася нова секта єретиків
